Unnamed: 0_level_0,Unnamed: 1_level_0,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,week,year,game_id
Player,Tm,Cmp,Att,Yds,TD,Int,Sk,Yds.1,Lng,Rate,,,
Drake Maye,NWE,22,37,222,1,1,4,39,38,74.4,12.0,2024,171
Kendrick Bourne,NWE,0,1,0,0,0,0,0,0,39.6,12.0,2024,171
Antonio Gibson,NWE,0,0,0,0,0,0,0,0,,12.0,2024,171
Jamycal Hasty,NWE,0,0,0,0,0,0,0,0,,12.0,2024,171
Rhamondre Stevenson,NWE,0,0,0,0,0,0,0,0,,12.0,2024,171
Demario Douglas,NWE,0,0,0,0,0,0,0,0,,12.0,2024,171
Austin Hooper,NWE,0,0,0,0,0,0,0,0,,12.0,2024,171
Hunter Henry,NWE,0,0,0,0,0,0,0,0,,12.0,2024,171
Ja'Lynn Polk,NWE,0,0,0,0,0,0,0,0,,12.0,2024,171
Kayshon Boutte,NWE,0,0,0,0,0,0,0,0,,12.0,2024,171
Javon Baker,NWE,0,0,0,0,0,0,0,0,,12.0,2024,171
Tua Tagovailoa,MIA,29,40,317,4,0,2,9,29,128.9,12.0,2024,171
De'Von Achane,MIA,0,0,0,0,0,0,0,0,,12.0,2024,171
Jaylen Wright,MIA,0,0,0,0,0,0,0,0,,12.0,2024,171
Raheem Mostert,MIA,0,0,0,0,0,0,0,0,,12.0,2024,171
Malik Washington,MIA,0,0,0,0,0,0,0,0,,12.0,2024,171
Jaylen Waddle,MIA,0,0,0,0,0,0,0,0,,12.0,2024,171
Jonnu Smith,MIA,0,0,0,0,0,0,0,0,,12.0,2024,171
Tyreek Hill,MIA,0,0,0,0,0,0,0,0,,12.0,2024,171
Julian Hill,MIA,0,0,0,0,0,0,0,0,,12.0,2024,171
Durham Smythe,MIA,0,0,0,0,0,0,0,0,,12.0,2024,171
Odell Beckham Jr.,MIA,0,0,0,0,0,0,0,0,,12.0,2024,171
