Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br,week,year,game_id
James Conner,ARI,7,8,0,0.0,3,0.4,5,0.7,0,,12.0,2024,176
Trey Benson,ARI,4,18,0,,11,2.8,7,1.8,0,,12.0,2024,176
Kyler Murray,ARI,2,9,0,0.0,5,2.5,4,2.0,1,2.0,12.0,2024,176
Emari Demercado,ARI,1,14,0,,12,12.0,2,2.0,0,,12.0,2024,176
Kenneth Walker III,SEA,16,41,0,2.0,17,1.1,24,1.5,2,8.0,12.0,2024,176
Zach Charbonnet,SEA,6,22,0,2.0,14,2.3,8,1.3,1,6.0,12.0,2024,176
Geno Smith,SEA,3,2,0,0.0,2,0.7,0,0.0,0,,12.0,2024,176
