Player,Tm,Cmp,Att,Yds,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Drops,Drop%,BadTh,Bad%,Sk,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,week,year,game_id
Will Levis,TEN,18,24,278,8,25.0,187,7.8,132,7.3,5.5,146,8.1,1,4.2%,4,16.7%,8,4,0,1,9,27.3%,1,3.0,12.0,2024,174
Tyler Boyd,TEN,0,1,0,0,0.0,24,24.0,0,,0.0,0,,0,0.0%,1,100.0%,0,0,0,0,0,0.0%,0,,12.0,2024,174
C.J. Stroud,HOU,20,33,247,11,29.7,271,8.2,156,7.8,4.7,91,4.6,1,3.2%,5,16.1%,4,6,3,2,9,22.5%,3,6.0,12.0,2024,174
