#,Quarter,Time,LOS,Plays,Length,Net Yds,Result,home_team,team,week,year,game_id
1,1,13:15,MIN 26,7,3:28,72,Fumble,0,Vikings,12.0,2024,169
2,1,5:36,MIN 23,3,0:26,0,Punt,0,Vikings,12.0,2024,169
3,1,0:53,MIN 33,3,0:59,67,Touchdown,0,Vikings,12.0,2024,169
4,2,9:26,MIN 47,6,2:57,53,Touchdown,0,Vikings,12.0,2024,169
5,2,4:50,MIN 27,3,1:41,9,Punt,0,Vikings,12.0,2024,169
6,3,15:00,MIN 23,5,2:20,55,Field Goal,0,Vikings,12.0,2024,169
7,3,10:07,MIN 28,3,1:09,0,Punt,0,Vikings,12.0,2024,169
8,3,8:00,MIN 15,7,3:51,36,Punt,0,Vikings,12.0,2024,169
9,3,4:09,CHI 15,5,2:47,15,Touchdown,0,Vikings,12.0,2024,169
10,4,15:00,MIN 35,5,2:53,29,Downs,0,Vikings,12.0,2024,169
11,4,7:22,MIN 30,11,5:26,63,Field Goal,0,Vikings,12.0,2024,169
12,5,7:39,MIN 21,10,5:29,68,Field Goal,0,Vikings,12.0,2024,169
