#,Quarter,Time,LOS,Plays,Length,Net Yds,Result,home_team,team,week,year,game_id
1,1,15:00,LAR 30,5,2:28,53,Fumble,1,Rams,12.0,2024,178
2,1,5:13,LAR 30,9,4:11,70,Touchdown,1,Rams,12.0,2024,178
3,2,12:36,LAR 21,3,0:56,6,Punt,1,Rams,12.0,2024,178
4,2,6:17,LAR 30,3,2:04,-8,Punt,1,Rams,12.0,2024,178
5,2,1:27,LAR 30,3,1:01,5,Punt,1,Rams,12.0,2024,178
6,2,0:02,PHI 48,1,0:02,-9,End of Half,1,Rams,12.0,2024,178
7,3,14:49,LAR 30,8,3:58,70,Touchdown,1,Rams,12.0,2024,178
8,3,6:17,LAR 30,10,4:45,41,Missed FG,1,Rams,12.0,2024,178
9,4,10:30,LAR 32,10,5:17,13,Punt,1,Rams,12.0,2024,178
10,4,2:44,LAR 32,8,1:37,68,Touchdown,1,Rams,12.0,2024,178
