Tm,Total,Offense Tot,Offense Pass,Offense Rush,Offense TOvr,Defense Tot,Defense Pass,Defense Rush,Defense TOvr,Special Teams Tot,Special Teams KO,Special Teams KR,Special Teams P,Special Teams PR,Special Teams FG/XP,week,year,game_id
Rams,-6.0,7.96,11.44,1.29,0.0,-13.48,-13.32,-0.49,2.47,-0.55,-4.05,5.14,0.97,-3.23,0.62,14.0,2023,201
Ravens,6.0,13.48,13.32,0.49,-2.47,-7.96,-11.44,-1.29,0.0,0.55,-5.14,4.05,3.23,-0.97,-0.62,14.0,2023,201
