Player,Tm,Fumbles Fmb,Fumbles FL,week,year,game_id
Gardner Minshew II,IND,0,0,14.0,2023,198
Zack Moss,IND,0,0,14.0,2023,198
Trey Sermon,IND,0,0,14.0,2023,198
Michael Pittman Jr.,IND,0,0,14.0,2023,198
Will Mallory,IND,0,0,14.0,2023,198
Josh Downs,IND,0,0,14.0,2023,198
Alec Pierce,IND,0,0,14.0,2023,198
Kylen Granson,IND,0,0,14.0,2023,198
Mo Alie-Cox,IND,0,0,14.0,2023,198
Andrew Ogletree,IND,0,0,14.0,2023,198
Tyler Goodson,IND,0,0,14.0,2023,198
Jake Browning,CIN,0,0,14.0,2023,198
A.J. McCarron,CIN,0,0,14.0,2023,198
Joe Mixon,CIN,0,0,14.0,2023,198
Chase Brown,CIN,0,0,14.0,2023,198
Tee Higgins,CIN,0,0,14.0,2023,198
Ja'Marr Chase,CIN,0,0,14.0,2023,198
Tyler Boyd,CIN,0,0,14.0,2023,198
Tanner Hudson,CIN,0,0,14.0,2023,198
Drew Sample,CIN,0,0,14.0,2023,198
Mitchell Wilcox,CIN,0,0,14.0,2023,198
Trayveon Williams,CIN,0,0,14.0,2023,198
