Player,Pos,home_team,team,week,year,game_id
Lamar Jackson,QB,1,Ravens,14.0,2023,201
Gus Edwards,RB,1,Ravens,14.0,2023,201
Patrick Ricard,FB,1,Ravens,14.0,2023,201
Zay Flowers,WR,1,Ravens,14.0,2023,201
Rashod Bateman,WR,1,Ravens,14.0,2023,201
Charlie Kolar,TE,1,Ravens,14.0,2023,201
Ronnie Stanley,T,1,Ravens,14.0,2023,201
Morgan Moses,T,1,Ravens,14.0,2023,201
Kevin Zeitler,G,1,Ravens,14.0,2023,201
John Simpson,G,1,Ravens,14.0,2023,201
Tyler Linderbaum,C,1,Ravens,14.0,2023,201
Nnamdi Madubuike,DT,1,Ravens,14.0,2023,201
Michael Pierce,NT,1,Ravens,14.0,2023,201
Odafe Oweh,OLB,1,Ravens,14.0,2023,201
Jadeveon Clowney,OLB,1,Ravens,14.0,2023,201
Patrick Queen,LB,1,Ravens,14.0,2023,201
Roquan Smith,LB,1,Ravens,14.0,2023,201
Marlon Humphrey,CB,1,Ravens,14.0,2023,201
Brandon Stephens,DB,1,Ravens,14.0,2023,201
Kyle Hamilton,S,1,Ravens,14.0,2023,201
Geno Stone,S,1,Ravens,14.0,2023,201
Marcus Williams,S,1,Ravens,14.0,2023,201
