#,Quarter,Time,LOS,Plays,Length,Net Yds,Result,home_team,team,week,year,game_id
1,1,15:00,KAN 25,8,3:30,45,Interception,1,Chiefs,14.0,2023,204
2,1,9:39,KAN 12,5,2:32,11,Punt,1,Chiefs,14.0,2023,204
3,1,3:43,KAN 25,3,1:24,2,Punt,1,Chiefs,14.0,2023,204
4,2,11:50,KAN 25,7,3:24,36,Punt,1,Chiefs,14.0,2023,204
5,2,3:36,KAN 48,9,2:17,52,Touchdown,1,Chiefs,14.0,2023,204
6,3,8:38,KAN 25,9,5:08,75,Touchdown,1,Chiefs,14.0,2023,204
7,3,1:47,KAN 26,5,1:14,22,Fumble,1,Chiefs,14.0,2023,204
8,4,14:46,KAN 41,8,3:15,49,Field Goal,1,Chiefs,14.0,2023,204
9,4,7:53,KAN 31,3,0:56,3,Punt,1,Chiefs,14.0,2023,204
10,4,1:54,KAN 25,6,0:59,21,Downs,1,Chiefs,14.0,2023,204
