Player,Tm,Rushing Att,Rushing Yds,Rushing TD,Rushing Lng,week,year,game_id
Gardner Minshew II,IND,2,5,0,6,14.0,2023,198
Zack Moss,IND,13,28,0,12,14.0,2023,198
Trey Sermon,IND,3,13,0,8,14.0,2023,198
Michael Pittman Jr.,IND,0,0,0,0,14.0,2023,198
Will Mallory,IND,0,0,0,0,14.0,2023,198
Josh Downs,IND,0,0,0,0,14.0,2023,198
Alec Pierce,IND,0,0,0,0,14.0,2023,198
Kylen Granson,IND,0,0,0,0,14.0,2023,198
Mo Alie-Cox,IND,0,0,0,0,14.0,2023,198
Andrew Ogletree,IND,0,0,0,0,14.0,2023,198
Tyler Goodson,IND,0,0,0,0,14.0,2023,198
Jake Browning,CIN,3,7,1,4,14.0,2023,198
A.J. McCarron,CIN,0,0,0,0,14.0,2023,198
Joe Mixon,CIN,21,79,1,18,14.0,2023,198
Chase Brown,CIN,8,25,0,10,14.0,2023,198
Tee Higgins,CIN,0,0,0,0,14.0,2023,198
Ja'Marr Chase,CIN,0,0,0,0,14.0,2023,198
Tyler Boyd,CIN,0,0,0,0,14.0,2023,198
Tanner Hudson,CIN,0,0,0,0,14.0,2023,198
Drew Sample,CIN,0,0,0,0,14.0,2023,198
Mitchell Wilcox,CIN,0,0,0,0,14.0,2023,198
Trayveon Williams,CIN,0,0,0,0,14.0,2023,198
