Player,Tm,Passing Cmp,Passing Att,Passing Yds,Passing TD,Passing Int,Passing Sk,Passing Yds.1,Passing Lng,Passing Rate,week,year,game_id
Will Levis,TEN,23,38,327,1,1,1,7,45,86.2,14.0,2023,208
Derrick Henry,TEN,0,0,0,0,0,0,0,0,,14.0,2023,208
Tyjae Spears,TEN,0,0,0,0,0,0,0,0,,14.0,2023,208
Treylon Burks,TEN,0,0,0,0,0,0,0,0,,14.0,2023,208
DeAndre Hopkins,TEN,0,0,0,0,0,0,0,0,,14.0,2023,208
Chigoziem Okonkwo,TEN,0,0,0,0,0,0,0,0,,14.0,2023,208
Nick Westbrook-Ikhine,TEN,0,0,0,0,0,0,0,0,,14.0,2023,208
Chris Moore,TEN,0,0,0,0,0,0,0,0,,14.0,2023,208
Tua Tagovailoa,MIA,23,33,240,0,0,5,32,25,90.5,14.0,2023,208
Raheem Mostert,MIA,0,0,0,0,0,0,0,0,,14.0,2023,208
De'Von Achane,MIA,0,0,0,0,0,0,0,0,,14.0,2023,208
Jaylen Waddle,MIA,0,0,0,0,0,0,0,0,,14.0,2023,208
Tyreek Hill,MIA,0,0,0,0,0,0,0,0,,14.0,2023,208
Cedrick Wilson Jr.,MIA,0,0,0,0,0,0,0,0,,14.0,2023,208
Durham Smythe,MIA,0,0,0,0,0,0,0,0,,14.0,2023,208
Alec Ingold,MIA,0,0,0,0,0,0,0,0,,14.0,2023,208
Braxton Berrios,MIA,0,0,0,0,0,0,0,0,,14.0,2023,208
