Tm,Total,Offense Tot,Offense Pass,Offense Rush,Offense TOvr,Defense Tot,Defense Pass,Defense Rush,Defense TOvr,Special Teams Tot,Special Teams KO,Special Teams KR,Special Teams P,Special Teams PR,Special Teams FG/XP,week,year,game_id
Falcons,-5.0,7.82,6.7,1.45,-4.76,-0.22,-1.95,1.07,0.0,-9.28,-4.25,3.66,1.09,-4.24,-5.54,14.0,2023,195
Buccaneers,5.0,0.22,1.95,-1.07,0.0,-7.82,-6.7,-1.45,4.76,9.28,-3.66,4.25,4.24,-1.09,5.54,14.0,2023,195
