Quarter,Time,Down,ToGo,Location,TEN,MIA,Detail,EPB,EPA,week,year,game_id
1.0,1:39,3.0,1.0,TEN 48,0.0,7.0,Raheem Mostert left guard for 3 yards (tackle by Azeez Al-Shaair),1.75,2.59,14.0,2023,208
1.0,1:00,1.0,10.0,TEN 45,0.0,7.0,"Raheem Mostert right end for 4 yards (tackle by Amani Hooker). Penalty on Liam Eichenberg: Offensive Holding, 10 yards (accepted)",2.59,2.19,14.0,2023,208
1.0,0:36,1.0,16.0,MIA 49,0.0,7.0,De'Von Achane left end for 7 yards (tackle by Amani Hooker),2.19,2.18,14.0,2023,208
2.0,15:00,2.0,9.0,TEN 44,0.0,7.0,De'Von Achane right end for 2 yards (tackle by Jack Gibbens),2.18,1.75,14.0,2023,208
2.0,14:21,3.0,7.0,TEN 42,0.0,7.0,Tua Tagovailoa pass incomplete short middle intended for Jaylen Waddle,1.75,0.46,14.0,2023,208
2.0,14:15,4.0,7.0,TEN 42,0.0,7.0,"Jake Bailey punts 33 yards, returned by Eric Garror for 5 yards (tackle by Justin Bethel)",0.46,0.28,14.0,2023,208
2.0,14:06,1.0,10.0,TEN 14,0.0,7.0,Will Levis pass complete short right to Nick Westbrook-Ikhine for 5 yards (tackle by DeShon Elliott),-0.28,-0.04,14.0,2023,208
2.0,13:30,2.0,5.0,TEN 19,0.0,7.0,Derrick Henry right end for 6 yards (tackle by DeShon Elliott),-0.04,0.61,14.0,2023,208
2.0,13:01,1.0,10.0,TEN 25,0.0,7.0,Treylon Burks right end for 5 yards (tackle by DeShon Elliott),0.61,0.74,14.0,2023,208
2.0,12:25,2.0,5.0,TEN 30,0.0,7.0,Will Levis pass complete short right to DeAndre Hopkins for 5 yards (tackle by Kader Kohou),0.74,1.27,14.0,2023,208
2.0,11:45,1.0,10.0,TEN 35,0.0,7.0,Tyjae Spears right tackle for 3 yards (tackle by Christian Wilkins and DeShon Elliott),1.27,1.13,14.0,2023,208
2.0,11:04,2.0,7.0,TEN 38,0.0,7.0,Will Levis pass incomplete short right intended for Derrick Henry (defended by Emmanuel Ogbah),1.13,0.43,14.0,2023,208
2.0,10:54,3.0,7.0,TEN 38,0.0,7.0,Will Levis pass complete short middle to Tyjae Spears for 10 yards (tackle by Kader Kohou and Christian Wilkins),0.43,2.13,14.0,2023,208
2.0,10:12,1.0,10.0,TEN 48,0.0,7.0,Will Levis pass complete deep right to Chris Moore for 22 yards (tackle by Brandon Jones),2.13,3.58,14.0,2023,208
2.0,9:32,1.0,10.0,MIA 30,0.0,7.0,Tyjae Spears left end for no gain (tackle by Duke Riley),3.58,3.03,14.0,2023,208
2.0,8:49,2.0,10.0,MIA 30,0.0,7.0,Will Levis pass incomplete short middle intended for Tyjae Spears (defended by Da'Shawn Hand),3.03,2.34,14.0,2023,208
2.0,8:44,3.0,10.0,MIA 30,0.0,7.0,Will Levis scrambles left end for 5 yards (tackle by Jalen Ramsey and Bradley Chubb),2.34,1.85,14.0,2023,208
2.0,8:44,4.0,5.0,MIA 25,0.0,7.0,"Penalty on Bradley Chubb: Unsportsmanlike Conduct / Defense, 13 yards (accepted) (no play)",1.85,4.78,14.0,2023,208
2.0,8:22,1.0,10.0,MIA 12,0.0,7.0,Will Levis scrambles up the middle for 11 yards (tackle by Kader Kohou),4.78,6.97,14.0,2023,208
2.0,7:46,1.0,1.0,MIA 1,0.0,7.0,Derrick Henry up the middle for no gain (tackle by Andrew Van Ginkel and DeShon Elliott),6.97,5.91,14.0,2023,208
2.0,6:57,2.0,1.0,MIA 1,6.0,7.0,"Derrick Henry right end for 1 yard, touchdown",5.91,7.0,14.0,2023,208
2.0,6:53,,,MIA 15,7.0,7.0,Nick Folk kicks extra point good,0.0,0.0,14.0,2023,208
2.0,6:53,,,TEN 35,7.0,7.0,"Nick Folk kicks off 64 yards, returned by Braxton Berrios for 27 yards (tackle by Tre Avery)",0.0,0.81,14.0,2023,208
2.0,6:47,1.0,10.0,MIA 28,7.0,7.0,Raheem Mostert up the middle for 14 yards (tackle by Amani Hooker),0.81,1.73,14.0,2023,208
2.0,6:07,1.0,10.0,MIA 42,7.0,7.0,De'Von Achane left tackle for 11 yards (tackle by K'Von Wallace),1.73,2.46,14.0,2023,208
2.0,5:27,1.0,10.0,TEN 47,7.0,7.0,Raheem Mostert left end for 3 yards (tackle by Jack Gibbens and K'Von Wallace),2.46,2.32,14.0,2023,208
2.0,4:38,2.0,7.0,TEN 44,7.0,7.0,Tua Tagovailoa pass complete short right to Braxton Berrios for 6 yards (tackle by Azeez Al-Shaair),2.32,2.41,14.0,2023,208
2.0,4:00,3.0,1.0,TEN 38,7.0,7.0,Tua Tagovailoa scrambles left end for 8 yards (tackle by Roger McCreary),2.41,3.58,14.0,2023,208
2.0,3:19,1.0,10.0,TEN 30,7.0,7.0,Tua Tagovailoa sacked by Arden Key for -5 yards,3.58,2.49,14.0,2023,208
2.0,2:37,2.0,14.0,TEN 34,7.0,7.0,Tua Tagovailoa pass incomplete short left intended for Cedrick Wilson,2.49,1.68,14.0,2023,208
2.0,2:28,3.0,15.0,TEN 35,7.0,7.0,De'Von Achane up the middle for 9 yards (tackle by Azeez Al-Shaair),1.68,1.76,14.0,2023,208
2.0,2:00,4.0,6.0,TEN 26,7.0,7.0,Jason Sanders 44 yard field goal no good blocked by Denico Autry (tackle by Christian Wilkins),1.76,-0.34,14.0,2023,208
2.0,1:51,1.0,10.0,TEN 21,7.0,7.0,Derrick Henry up the middle for 5 yards (tackle by Andrew Van Ginkel and David Long),0.34,0.48,14.0,2023,208
2.0,1:20,2.0,5.0,TEN 26,7.0,7.0,"Derrick Henry right end for no gain (tackle by Xavien Howard and DeShon Elliott). Penalty on Dillon Radunz: Offensive Holding, 10 yards (accepted) (no play)",0.48,-1.01,14.0,2023,208
2.0,1:11,2.0,15.0,TEN 16,7.0,7.0,Derrick Henry right tackle for 1 yard (tackle by David Long and Emmanuel Ogbah),-1.01,-1.59,14.0,2023,208
2.0,1:06,,,,,,Timeout #1 by Miami Dolphins,,,14.0,2023,208
2.0,1:06,3.0,14.0,TEN 17,7.0,7.0,Tyjae Spears up the middle for 7 yards (tackle by DeShon Elliott and David Long),-1.59,-1.77,14.0,2023,208
2.0,1:02,,,,,,Timeout #2 by Miami Dolphins,,,14.0,2023,208
2.0,1:02,4.0,7.0,TEN 24,7.0,7.0,"Ty Zentner punts 45 yards, fair catch by Braxton Berrios at MIA-31",-1.77,-1.0,14.0,2023,208
2.0,0:56,1.0,10.0,MIA 31,7.0,7.0,Tua Tagovailoa pass complete short left to De'Von Achane for 8 yards (tackle by Tre Avery),1.0,1.54,14.0,2023,208
2.0,0:48,2.0,2.0,MIA 39,7.0,7.0,"Penalty on Liam Eichenberg: False Start, 5 yards (accepted) (no play)",1.54,0.87,14.0,2023,208
2.0,0:48,2.0,7.0,MIA 34,7.0,7.0,Tua Tagovailoa pass incomplete short left intended for Jaylen Waddle,0.87,0.17,14.0,2023,208
2.0,0:46,3.0,7.0,MIA 34,7.0,7.0,Tua Tagovailoa pass incomplete short middle intended for De'Von Achane (defended by Roger McCreary),0.17,-1.11,14.0,2023,208
2.0,0:38,4.0,7.0,MIA 34,7.0,7.0,"Jake Bailey punts 56 yards, returned by Eric Garror for 11 yards (tackle by Justin Bethel)",-1.11,-0.34,14.0,2023,208
2.0,0:28,1.0,10.0,TEN 21,7.0,7.0,Will Levis pass complete short middle to Chigoziem Okonkwo for 7 yards (tackle by David Long),0.34,0.75,14.0,2023,208
2.0,0:23,,,,,,Timeout #1 by Tennessee Titans,,,14.0,2023,208
2.0,0:23,2.0,3.0,TEN 28,7.0,7.0,"Will Levis pass complete deep right to DeAndre Hopkins for 24 yards (tackle by Brandon Jones) Replay Assistant challenged the pass completion ruling, and the original play was overturned. Will Levis pass complete deep right to DeAndre Hopkins for 22 yards (tackle by DeShon Elliott)",0.75,2.26,14.0,2023,208
2.0,0:18,,,,,,Timeout #3 by Miami Dolphins,,,14.0,2023,208
2.0,0:18,1.0,10.0,MIA 50,7.0,7.0,"Penalty on Calvin Throckmorton: False Start, 5 yards (accepted) (no play)",2.26,1.93,14.0,2023,208
2.0,0:18,1.0,15.0,TEN 45,7.0,7.0,Will Levis pass complete deep right to DeAndre Hopkins for 45 yards (tackle by Xavien Howard),1.93,4.91,14.0,2023,208
2.0,0:10,,,,,,Timeout #2 by Tennessee Titans,,,14.0,2023,208
2.0,0:10,1.0,10.0,MIA 10,7.0,7.0,Will Levis pass incomplete short right intended for DeAndre Hopkins,4.91,4.19,14.0,2023,208
2.0,0:08,2.0,10.0,MIA 10,7.0,7.0,Will Levis pass incomplete short middle intended for DeAndre Hopkins (defended by Xavien Howard),4.19,3.13,14.0,2023,208
2.0,0:05,3.0,10.0,MIA 10,10.0,7.0,Nick Folk 28 yard field goal good,3.13,3.0,14.0,2023,208
3.0,15:00,,,TEN 35,10.0,7.0,"Nick Folk kicks off 63 yards, returned by Braxton Berrios for 19 yards (tackle by Rashad Weaver)",0.0,0.34,14.0,2023,208
3.0,14:57,1.0,10.0,MIA 21,10.0,7.0,Raheem Mostert right end for 6 yards (tackle by Kyle Peko),0.34,0.61,14.0,2023,208
3.0,14:21,2.0,4.0,MIA 27,10.0,7.0,Raheem Mostert up the middle for 2 yards (tackle by Kyle Peko),0.61,0.17,14.0,2023,208
3.0,13:40,3.0,2.0,MIA 29,10.0,7.0,Tua Tagovailoa pass complete deep right to Cedrick Wilson for 22 yards (tackle by Sean Murphy-Bunting),0.17,2.32,14.0,2023,208
3.0,13:15,1.0,10.0,TEN 49,10.0,7.0,Tua Tagovailoa pass complete short right to Cedrick Wilson for 8 yards (tackle by Sean Murphy-Bunting),2.32,2.86,14.0,2023,208
3.0,12:38,2.0,2.0,TEN 41,10.0,7.0,Raheem Mostert right tackle for 7 yards (tackle by Azeez Al-Shaair and Jack Gibbens),2.86,3.31,14.0,2023,208
3.0,12:03,1.0,10.0,TEN 34,10.0,7.0,Raheem Mostert up the middle for 4 yards (tackle by Roger McCreary and Azeez Al-Shaair),3.31,3.31,14.0,2023,208
3.0,11:31,2.0,6.0,TEN 30,10.0,7.0,De'Von Achane left end for 3 yards (tackle by Eric Garror),3.31,3.01,14.0,2023,208
3.0,10:56,3.0,3.0,TEN 27,10.0,7.0,"Tua Tagovailoa pass incomplete deep right intended for Cedrick Wilson. Penalty on Sean Murphy-Bunting: Defensive Pass Interference, 17 yards (accepted) (no play)",3.01,4.91,14.0,2023,208
3.0,10:55,1.0,10.0,TEN 10,10.0,7.0,Raheem Mostert right end for -3 yards (tackle by Sean Murphy-Bunting),4.91,3.72,14.0,2023,208
3.0,10:16,2.0,13.0,TEN 13,10.0,7.0,Tua Tagovailoa pass complete short right to De'Von Achane for 11 yards (tackle by Sean Murphy-Bunting),3.72,4.95,14.0,2023,208
3.0,9:48,3.0,2.0,TEN 2,10.0,7.0,Tua Tagovailoa pass incomplete short right intended for Cedrick Wilson (defended by Sean Murphy-Bunting),4.95,3.25,14.0,2023,208
3.0,9:38,4.0,2.0,TEN 2,10.0,10.0,Jason Sanders 20 yard field goal good,3.25,3.0,14.0,2023,208
3.0,9:35,,,MIA 35,10.0,10.0,"Jason Sanders kicks off 65 yards, touchback.",0.0,0.61,14.0,2023,208
3.0,9:35,1.0,10.0,TEN 25,10.0,10.0,Derrick Henry up the middle for 3 yards (tackle by Zach Sieler),0.61,0.47,14.0,2023,208
3.0,8:59,2.0,7.0,TEN 28,10.0,10.0,Tyjae Spears left guard for 2 yards (tackle by Bradley Chubb and Zach Sieler),0.47,0.04,14.0,2023,208
3.0,8:19,3.0,5.0,TEN 30,10.0,10.0,"Will Levis pass complete short right to Tyjae Spears for 8 yards (tackle by Duke Riley). Penalty on Jalen Ramsey: Defensive Holding, 5 yards (declined)",0.04,1.47,14.0,2023,208
3.0,7:50,1.0,10.0,TEN 38,10.0,10.0,Will Levis pass incomplete short middle intended for Treylon Burks,1.47,0.92,14.0,2023,208
3.0,7:43,2.0,10.0,TEN 38,10.0,10.0,Derrick Henry right end for 3 yards (tackle by Zach Sieler and DeShon Elliott),0.92,0.63,14.0,2023,208
3.0,6:58,3.0,7.0,TEN 41,10.0,10.0,Will Levis pass incomplete deep right intended for Treylon Burks (defended by Xavien Howard),0.63,-0.65,14.0,2023,208
3.0,6:51,4.0,7.0,TEN 41,10.0,10.0,"Ty Zentner punts 50 yards, fair catch by Braxton Berrios at MIA-9",-0.65,0.38,14.0,2023,208
3.0,6:43,1.0,10.0,MIA 9,10.0,10.0,Tua Tagovailoa pass complete short left to Jaylen Waddle for 6 yards (tackle by Tre Avery),-0.38,-0.28,14.0,2023,208
3.0,6:11,2.0,4.0,MIA 15,10.0,10.0,Tua Tagovailoa pass incomplete short left intended for Durham Smythe (defended by Amani Hooker),-0.28,-0.72,14.0,2023,208
3.0,6:06,3.0,4.0,MIA 15,10.0,10.0,Tua Tagovailoa pass incomplete deep right intended for De'Von Achane,-0.72,-2.44,14.0,2023,208
3.0,6:00,4.0,4.0,MIA 15,10.0,10.0,"Jake Bailey punts 50 yards, fair catch by Eric Garror at TEN-35",-2.44,-1.27,14.0,2023,208
3.0,5:53,1.0,10.0,TEN 35,10.0,10.0,Derrick Henry right tackle for 2 yards (tackle by Bradley Chubb),1.27,0.99,14.0,2023,208
3.0,5:15,2.0,8.0,TEN 37,10.0,10.0,Derrick Henry right tackle for 3 yards (tackle by Bradley Chubb and Emmanuel Ogbah),0.99,0.7,14.0,2023,208
3.0,4:35,3.0,5.0,TEN 40,10.0,10.0,Tyjae Spears left end for 8 yards (tackle by Brandon Jones),0.7,2.13,14.0,2023,208
3.0,3:52,1.0,10.0,TEN 48,10.0,10.0,Will Levis pass incomplete deep left intended for DeAndre Hopkins (defended by Jalen Ramsey),2.13,1.58,14.0,2023,208
3.0,3:44,2.0,10.0,TEN 48,10.0,10.0,"Penalty on Jaelyn Duncan: False Start, 5 yards (accepted) (no play)",1.58,0.91,14.0,2023,208
3.0,3:44,2.0,15.0,TEN 43,10.0,10.0,Will Levis pass complete deep left to Derrick Henry for 17 yards (tackle by Brandon Jones),0.91,2.92,14.0,2023,208
3.0,2:55,1.0,10.0,MIA 40,10.0,10.0,"Penalty on TEN: Illegal Formation, 5 yards (accepted) (no play)",2.92,2.59,14.0,2023,208
3.0,2:33,1.0,15.0,MIA 45,10.0,10.0,Will Levis pass complete short right to DeAndre Hopkins for 7 yards,2.59,2.64,14.0,2023,208
3.0,1:58,2.0,8.0,MIA 38,10.0,10.0,Derrick Henry up the middle for 2 yards (tackle by Emmanuel Ogbah),2.64,2.21,14.0,2023,208
3.0,1:16,3.0,6.0,MIA 36,10.0,10.0,"Will Levis pass complete deep right to Tyjae Spears for 30 yards. Tyjae Spears fumbles. Tyjae Spears fumbles out of bounds (forced by Brandon Jones) MIA challenged the pass completion ruling, and the play was upheld.",2.21,5.83,14.0,2023,208
3.0,0:56,1.0,6.0,MIA 6,10.0,10.0,Derrick Henry up the middle for 1 yard (tackle by Andrew Van Ginkel),5.83,5.15,14.0,2023,208
3.0,0:22,2.0,5.0,MIA 5,10.0,10.0,Will Levis pass incomplete short right,5.15,4.26,14.0,2023,208
3.0,0:15,3.0,5.0,MIA 5,10.0,10.0,"Will Levis pass complete to Nick Westbrook-Ikhine for no gain, touchdown Replay Assistant challenged the pass completion ruling, and the original play was overturned. Will Levis pass incomplete short middle intended for Nick Westbrook-Ikhine (defended by Brandon Jones)",4.26,3.01,14.0,2023,208
3.0,0:12,4.0,5.0,MIA 5,13.0,10.0,Nick Folk 23 yard field goal good,3.01,3.0,14.0,2023,208
3.0,0:09,,,TEN 35,13.0,10.0,"Nick Folk kicks off 65 yards, returned by Braxton Berrios for 28 yards (tackle by Tre Avery and JoJo Domann)",0.0,0.81,14.0,2023,208
3.0,0:05,1.0,10.0,MIA 28,13.0,10.0,Tua Tagovailoa pass complete deep right to Tyreek Hill for 23 yards,0.81,2.32,14.0,2023,208
4.0,15:00,1.0,10.0,TEN 49,13.0,10.0,"Penalty on Denico Autry: Neutral Zone Infraction, 5 yards (accepted) (no play)",2.32,3.05,14.0,2023,208
4.0,15:00,1.0,5.0,TEN 44,13.0,10.0,Tua Tagovailoa pass complete short left to Alec Ingold for 13 yards (tackle by Roger McCreary),3.05,3.51,14.0,2023,208
4.0,14:16,1.0,10.0,TEN 31,13.0,10.0,Tua Tagovailoa pass complete deep right to Tyreek Hill for 25 yards,3.51,5.83,14.0,2023,208
4.0,14:03,1.0,6.0,TEN 6,13.0,10.0,Tua Tagovailoa scrambles up the middle for 3 yards (tackle by Teair Tart),5.83,5.53,14.0,2023,208
4.0,13:37,2.0,3.0,TEN 3,13.0,10.0,Tua Tagovailoa pass incomplete short right intended for Tyreek Hill,5.53,4.72,14.0,2023,208
4.0,13:27,3.0,3.0,TEN 3,13.0,10.0,Tua Tagovailoa sacked by Harold Landry for -10 yards,4.72,2.57,14.0,2023,208
4.0,12:41,4.0,13.0,TEN 13,13.0,13.0,Jason Sanders 31 yard field goal good,2.57,3.0,14.0,2023,208
4.0,12:37,,,MIA 35,13.0,13.0,"Penalty on Blake Ferguson: Unsportsmanlike Conduct / Offense, 15 yards (accepted)",0.0,0.0,14.0,2023,208
4.0,12:37,,,MIA 20,13.0,13.0,"Jason Sanders kicks off 62 yards, returned by Chris Moore for 23 yards (tackle by Elijah Campbell and Chase Claypool). Penalty on Brandon Jones: Illegal Formation, 5 yards (accepted)",0.0,1.99,14.0,2023,208
4.0,12:31,1.0,10.0,TEN 46,13.0,13.0,Will Levis pass incomplete deep left,1.99,1.45,14.0,2023,208
4.0,12:25,2.0,10.0,TEN 46,13.0,13.0,Derrick Henry up the middle for -1 yards (tackle by David Long and Brandon Jones),1.45,0.63,14.0,2023,208
4.0,11:42,3.0,11.0,TEN 45,13.0,13.0,Will Levis pass complete short left to Chigoziem Okonkwo for 6 yards (tackle by Kader Kohou),0.63,0.0,14.0,2023,208
4.0,10:56,4.0,5.0,MIA 49,13.0,13.0,"Ty Zentner punts 49 yards, touchback.",0.0,-0.28,14.0,2023,208
4.0,10:48,1.0,10.0,MIA 20,13.0,13.0,Raheem Mostert right end for 7 yards (tackle by Azeez Al-Shaair),0.28,0.68,14.0,2023,208
4.0,10:06,2.0,3.0,MIA 27,13.0,13.0,Raheem Mostert left end for 5 yards (tackle by Azeez Al-Shaair),0.68,1.07,14.0,2023,208
4.0,9:33,1.0,10.0,MIA 32,13.0,13.0,Tua Tagovailoa pass complete short right to De'Von Achane for no gain (tackle by Jack Gibbens),1.07,0.53,14.0,2023,208
4.0,8:44,,,,,,Timeout #2 by Miami Dolphins,,,14.0,2023,208
4.0,8:44,2.0,10.0,MIA 32,13.0,13.0,Tua Tagovailoa pass complete short middle to Jaylen Waddle for 15 yards (tackle by K'Von Wallace),0.53,2.06,14.0,2023,208
4.0,8:05,1.0,10.0,MIA 47,13.0,13.0,"De'Von Achane left tackle for no gain (tackle by Denico Autry). Penalty on Lester Cotton: Offensive Holding, 10 yards (accepted) (no play)",2.06,1.4,14.0,2023,208
4.0,7:34,1.0,20.0,MIA 37,13.0,13.0,Tua Tagovailoa pass incomplete short right intended for De'Von Achane,1.4,0.17,14.0,2023,208
4.0,7:32,2.0,20.0,MIA 37,13.0,13.0,Tua Tagovailoa pass complete short left to Jaylen Waddle for 14 yards (tackle by Tre Avery),0.17,1.36,14.0,2023,208
4.0,6:48,3.0,6.0,TEN 49,13.0,13.0,Tua Tagovailoa sacked by Harold Landry for -9 yards,1.36,-0.59,14.0,2023,208
4.0,6:16,4.0,15.0,MIA 42,13.0,13.0,"Jake Bailey punts 51 yards, recovered by Elijah Campbell at TEN-7",-0.59,5.6,14.0,2023,208
4.0,6:07,1.0,7.0,TEN 7,13.0,13.0,Raheem Mostert left end for 4 yards (tackle by K'Von Wallace),5.6,5.53,14.0,2023,208
4.0,5:38,2.0,3.0,TEN 3,13.0,19.0,"Raheem Mostert up the middle for 3 yards, touchdown",5.53,7.0,14.0,2023,208
4.0,5:34,,,TEN 15,13.0,20.0,Jason Sanders kicks extra point good,0.0,0.0,14.0,2023,208
4.0,5:34,,,MIA 35,13.0,20.0,"Jason Sanders kicks off 65 yards, touchback.",0.0,0.61,14.0,2023,208
4.0,5:34,1.0,10.0,TEN 25,13.0,20.0,"Will Levis aborted snap, recovered by Bradley Chubb at TEN-14 and returned for 2 yards",0.61,-4.78,14.0,2023,208
4.0,5:28,1.0,10.0,TEN 12,13.0,20.0,Raheem Mostert up the middle for 3 yards (tackle by Harold Landry and Azeez Al-Shaair),4.78,4.64,14.0,2023,208
4.0,4:47,2.0,7.0,TEN 9,13.0,20.0,"Raheem Mostert right tackle for no gain (tackle by Harold Landry and TK McLendon). Penalty on Arden Key: Defensive Offside, 4 yards (accepted) (no play)",4.64,5.41,14.0,2023,208
4.0,4:39,2.0,3.0,TEN 5,13.0,26.0,"Raheem Mostert right end for 5 yards, touchdown",5.41,7.0,14.0,2023,208
4.0,4:34,,,TEN 15,13.0,27.0,Jason Sanders kicks extra point good,0.0,0.0,14.0,2023,208
4.0,4:34,,,MIA 35,13.0,27.0,"Jason Sanders kicks off 65 yards, touchback.",0.0,0.61,14.0,2023,208
4.0,4:34,1.0,10.0,TEN 25,13.0,27.0,Will Levis pass complete short right to DeAndre Hopkins for 6 yards (tackle by Xavien Howard),0.61,0.87,14.0,2023,208
4.0,4:00,2.0,4.0,TEN 31,13.0,27.0,Will Levis pass incomplete short left intended for Nick Westbrook-Ikhine (defended by Kader Kohou) (defended by Bradley Chubb),0.87,0.17,14.0,2023,208
4.0,3:53,3.0,4.0,TEN 31,13.0,27.0,Will Levis pass complete short middle to Chigoziem Okonkwo for 7 yards (tackle by David Long),0.17,1.47,14.0,2023,208
4.0,3:22,1.0,10.0,TEN 38,13.0,27.0,Will Levis pass complete short middle to Tyjae Spears for 12 yards (tackle by Duke Riley and Jalen Ramsey),1.47,2.26,14.0,2023,208
4.0,3:08,1.0,10.0,MIA 50,13.0,27.0,Will Levis pass incomplete short left intended for Chigoziem Okonkwo,2.26,1.71,14.0,2023,208
4.0,3:07,2.0,10.0,MIA 50,13.0,27.0,"Penalty on Dillon Radunz: False Start, 5 yards (accepted) (no play)",1.71,1.04,14.0,2023,208
