Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br,week,year,game_id
Jahmyr Gibbs,DET,11,66,1,3.0,59,5.4,7,0.6,1,11.0,14.0,2023,197
David Montgomery,DET,10,66,0,3.0,43,4.3,23,2.3,0,,14.0,2023,197
Jared Goff,DET,1,0,0,0.0,0,0.0,0,0.0,0,,14.0,2023,197
Sam LaPorta,DET,1,4,0,0.0,4,4.0,0,0.0,0,,14.0,2023,197
Jameson Williams,DET,1,4,0,,4,4.0,0,0.0,0,,14.0,2023,197
Justin Fields,CHI,12,58,1,4.0,23,1.9,35,2.9,0,,14.0,2023,197
D'Onta Foreman,CHI,11,50,0,2.0,32,2.9,18,1.6,0,,14.0,2023,197
Khalil Herbert,CHI,3,8,0,,4,1.3,4,1.3,1,3.0,14.0,2023,197
D.J. Moore,CHI,3,20,1,1.0,20,6.7,0,0.0,0,,14.0,2023,197
Roschon Johnson,CHI,1,6,0,,6,6.0,0,0.0,0,,14.0,2023,197
