0,1,week,year,game_id
Won Toss,Jets (deferred),14.0,2023,200
Roof,outdoors,14.0,2023,200
Surface,fieldturf,14.0,2023,200
Duration,2:57,14.0,2023,200
Attendance,72956,14.0,2023,200
Weather,"58 degrees, relative humidity 94%, wind 7 mph",14.0,2023,200
Vegas Line,Houston Texans -3.5,14.0,2023,200
Over/Under,33.0 (over),14.0,2023,200
