Quarter,Time,Down,ToGo,Location,SEA,SFO,Detail,EPB,EPA,week,year,game_id
,,,,,,,"Seahawks won the coin toss and deferred, 49ers to receive the opening kickoff.",,,14.0,2023,203
1.0,15:00,,,SEA 35,0.0,0.0,"Jason Myers kicks off 65 yards, touchback.",0.0,0.61,14.0,2023,203
1.0,15:00,1.0,10.0,SFO 25,0.0,0.0,Christian McCaffrey left tackle for 72 yards (tackle by Boye Mafe),0.61,6.51,14.0,2023,203
1.0,14:06,1.0,3.0,SEA 3,0.0,6.0,"Jordan Mason right guard for 3 yards, touchdown",6.51,7.0,14.0,2023,203
1.0,14:03,,,SEA 15,0.0,7.0,Jake Moody kicks extra point good,0.0,0.0,14.0,2023,203
1.0,14:03,,,SFO 35,0.0,7.0,"Jake Moody kicks off 65 yards, touchback.",0.0,0.61,14.0,2023,203
1.0,14:03,1.0,10.0,SEA 25,0.0,7.0,Drew Lock pass complete short left to Jaxon Smith-Njigba for 7 yards (tackle by Fred Warner),0.61,1.01,14.0,2023,203
1.0,13:30,2.0,3.0,SEA 32,0.0,7.0,Kenneth Walker right end for 3 yards (tackle by Fred Warner),1.01,1.27,14.0,2023,203
1.0,12:49,1.0,10.0,SEA 35,0.0,7.0,Drew Lock pass incomplete deep right intended for Jaxon Smith-Njigba (defended by Charvarius Ward),1.27,0.72,14.0,2023,203
1.0,12:40,2.0,10.0,SEA 35,0.0,7.0,Drew Lock pass complete short right to D.K. Metcalf for 21 yards (tackle by Ji'Ayir Brown and Charvarius Ward),0.72,2.65,14.0,2023,203
1.0,12:11,1.0,10.0,SFO 44,0.0,7.0,"Drew Lock pass complete to D.K. Metcalf for no gain. Penalty on Nick Bosa: Defensive Offside, 5 yards (accepted) (no play)",2.65,3.38,14.0,2023,203
1.0,11:56,1.0,5.0,SFO 39,0.0,7.0,Kenneth Walker up the middle for -1 yards (tackle by Clelin Ferrell),3.38,2.65,14.0,2023,203
1.0,11:06,2.0,6.0,SFO 40,0.0,7.0,Kenneth Walker up the middle for no gain (tackle by Nick Bosa and Dre Greenlaw),2.65,1.88,14.0,2023,203
1.0,10:26,3.0,7.0,SFO 40,0.0,7.0,Drew Lock pass complete short left to Tyler Lockett for 9 yards (tackle by Isaiah Oliver),1.88,3.51,14.0,2023,203
1.0,9:50,1.0,10.0,SFO 31,6.0,7.0,"Drew Lock pass complete deep left to D.K. Metcalf for 31 yards, touchdown",3.51,7.0,14.0,2023,203
1.0,9:44,,,SFO 15,7.0,7.0,Jason Myers kicks extra point good,0.0,0.0,14.0,2023,203
1.0,9:44,,,SEA 35,7.0,7.0,"Jason Myers kicks off 65 yards, touchback.",0.0,0.61,14.0,2023,203
1.0,9:44,1.0,10.0,SFO 25,7.0,7.0,Christian McCaffrey up the middle for 1 yard (tackle by Jarran Reed and Leonard Williams),0.61,0.2,14.0,2023,203
1.0,9:00,2.0,9.0,SFO 26,7.0,7.0,Christian McCaffrey right tackle for 1 yard (tackle by Bobby Wagner),0.2,-0.36,14.0,2023,203
1.0,8:18,3.0,8.0,SFO 27,7.0,7.0,Brock Purdy pass incomplete short middle intended for George Kittle (defended by Michael Jackson),-0.36,-1.57,14.0,2023,203
1.0,8:13,4.0,8.0,SFO 27,7.0,7.0,"Mitch Wishnowsky punts 52 yards, returned by DeeJay Dallas for 8 yards (tackle by Charlie Woerner and Ronnie Bell)",-1.57,-0.87,14.0,2023,203
1.0,8:02,1.0,10.0,SEA 29,7.0,7.0,Drew Lock scrambles left end for 3 yards (tackle by Javon Hargrave),0.87,0.73,14.0,2023,203
1.0,7:26,2.0,7.0,SEA 32,7.0,7.0,Kenneth Walker up the middle for no gain (tackle by Kevin Givens),0.73,0.04,14.0,2023,203
1.0,6:43,3.0,7.0,SEA 32,7.0,7.0,Drew Lock pass incomplete short right intended for Jaxon Smith-Njigba (defended by Deommodore Lenoir),0.04,-1.24,14.0,2023,203
1.0,6:30,4.0,7.0,SEA 32,7.0,7.0,"Michael Dickson punts 60 yards, returned by Ronnie Bell for no gain",-1.24,0.38,14.0,2023,203
1.0,6:23,1.0,10.0,SFO 8,7.0,7.0,Brock Purdy sacked by Dre'Mont Jones for no gain,-0.38,-0.78,14.0,2023,203
1.0,5:44,2.0,10.0,SFO 8,7.0,7.0,Brock Purdy pass incomplete short middle intended for George Kittle (defended by Devon Witherspoon),-0.78,-1.42,14.0,2023,203
1.0,5:39,3.0,10.0,SFO 8,7.0,7.0,Brock Purdy pass complete short middle to Deebo Samuel for 8 yards (tackle by Jamal Adams and Artie Burns),-1.42,-2.39,14.0,2023,203
1.0,4:54,4.0,2.0,SFO 16,7.0,7.0,"Mitch Wishnowsky punts 55 yards, fair catch by DeeJay Dallas at SEA-29",-2.39,-0.87,14.0,2023,203
1.0,4:48,1.0,10.0,SEA 29,7.0,7.0,Drew Lock pass complete short middle to Jaxon Smith-Njigba for 11 yards (tackle by Deommodore Lenoir and Fred Warner),0.87,1.6,14.0,2023,203
1.0,4:10,1.0,10.0,SEA 40,7.0,7.0,Zach Charbonnet up the middle for 23 yards (tackle by Ji'Ayir Brown),1.6,3.12,14.0,2023,203
1.0,3:24,1.0,10.0,SFO 37,7.0,7.0,Zach Charbonnet left end for 23 yards (tackle by Ji'Ayir Brown),3.12,4.65,14.0,2023,203
1.0,2:45,1.0,10.0,SFO 14,7.0,7.0,Zach Charbonnet right tackle for -4 yards (tackle by Nick Bosa),4.65,3.48,14.0,2023,203
1.0,2:03,2.0,14.0,SFO 18,7.0,7.0,Drew Lock pass incomplete short right intended for Kenneth Walker,3.48,2.84,14.0,2023,203
1.0,1:55,,,,,,Timeout #1 by Seattle Seahawks,,,14.0,2023,203
1.0,1:55,3.0,14.0,SFO 18,7.0,7.0,Drew Lock pass complete short left to Kenneth Walker for 2 yards (tackle by Ambry Thomas),2.84,2.38,14.0,2023,203
1.0,1:13,4.0,12.0,SFO 16,7.0,7.0,"Penalty on Stone Forsythe: False Start, 5 yards (accepted) (no play)",2.38,2.06,14.0,2023,203
1.0,1:01,4.0,17.0,SFO 21,10.0,7.0,Jason Myers 40 yard field goal good,2.06,3.0,14.0,2023,203
1.0,0:56,,,SEA 35,10.0,7.0,"Jason Myers kicks off 68 yards, returned by Deebo Samuel for 18 yards (tackle by Jon Rhattigan)",0.0,-0.22,14.0,2023,203
1.0,0:52,1.0,10.0,SFO 15,10.0,7.0,Brock Purdy pass complete deep left to Brandon Aiyuk for 25 yards (tackle by Michael Jackson),-0.22,1.6,14.0,2023,203
1.0,0:17,1.0,10.0,SFO 40,10.0,7.0,Christian McCaffrey right tackle for 1 yard (tackle by Jamal Adams),1.6,1.19,14.0,2023,203
2.0,15:00,2.0,9.0,SFO 41,10.0,7.0,Brock Purdy pass complete short middle to Brandon Aiyuk for 11 yards (tackle by Julian Love),1.19,2.39,14.0,2023,203
2.0,14:26,1.0,10.0,SEA 48,10.0,7.0,Brock Purdy pass deep right intended for Brandon Aiyuk is intercepted by Julian Love at SEA-30 and returned for 7 yards (tackle by Christian McCaffrey),2.39,-1.4,14.0,2023,203
2.0,14:13,1.0,10.0,SEA 37,10.0,7.0,Zach Charbonnet up the middle for 2 yards (tackle by Ji'Ayir Brown),1.4,1.13,14.0,2023,203
2.0,13:37,2.0,8.0,SEA 39,10.0,7.0,Drew Lock pass complete short left to Will Dissly for 3 yards (tackle by Deommodore Lenoir and Dre Greenlaw),1.13,0.83,14.0,2023,203
2.0,12:53,3.0,5.0,SEA 42,10.0,7.0,"Drew Lock pass incomplete intended for D.K. Metcalf. Penalty on Deommodore Lenoir: Illegal Contact, 5 yards (accepted) (no play)",0.83,2.06,14.0,2023,203
2.0,12:47,1.0,10.0,SEA 47,10.0,7.0,Zach Charbonnet left guard for 4 yards (tackle by Oren Burks and Tashaun Gipson),2.06,2.06,14.0,2023,203
2.0,12:12,2.0,6.0,SFO 49,10.0,7.0,Zach Charbonnet right tackle for -3 yards (tackle by Javon Kinlaw),2.06,0.96,14.0,2023,203
2.0,11:28,3.0,9.0,SEA 48,10.0,7.0,Drew Lock pass incomplete short right intended for Jaxon Smith-Njigba,0.96,-0.19,14.0,2023,203
2.0,11:20,4.0,9.0,SEA 48,10.0,7.0,Michael Dickson punts 35 yards out of bounds,-0.19,0.06,14.0,2023,203
2.0,11:12,1.0,10.0,SFO 17,10.0,7.0,Brock Purdy pass complete short middle to Brandon Aiyuk for 10 yards (tackle by Julian Love),-0.06,0.74,14.0,2023,203
2.0,10:33,1.0,10.0,SFO 27,10.0,7.0,Christian McCaffrey left end for 20 yards (tackle by Quandre Diggs),0.74,2.06,14.0,2023,203
2.0,9:54,1.0,10.0,SFO 47,10.0,7.0,Brock Purdy sacked by Jarran Reed for -8 yards,2.06,0.44,14.0,2023,203
2.0,9:09,2.0,18.0,SFO 39,10.0,7.0,Brock Purdy pass complete short middle to Deebo Samuel for 7 yards (tackle by Bobby Wagner),0.44,0.7,14.0,2023,203
2.0,8:26,3.0,11.0,SFO 46,10.0,13.0,"Brock Purdy pass complete deep left to Deebo Samuel for 54 yards, touchdown",0.7,7.0,14.0,2023,203
2.0,8:18,,,SEA 15,10.0,14.0,Jake Moody kicks extra point good,0.0,0.0,14.0,2023,203
2.0,8:18,,,SFO 35,10.0,14.0,"Jake Moody kicks off 65 yards, touchback.",0.0,0.61,14.0,2023,203
2.0,8:18,1.0,10.0,SEA 25,10.0,14.0,Drew Lock pass complete deep right to Tyler Lockett for 20 yards (tackle by Ambry Thomas),0.61,1.93,14.0,2023,203
2.0,7:39,1.0,10.0,SEA 45,10.0,14.0,Drew Lock pass complete short right to Colby Parkinson for 3 yards (tackle by Ji'Ayir Brown),1.93,1.79,14.0,2023,203
2.0,7:02,2.0,7.0,SEA 48,10.0,14.0,Drew Lock pass complete short right to Kenneth Walker for 1 yard (tackle by Fred Warner),1.79,1.22,14.0,2023,203
2.0,6:14,3.0,6.0,SEA 49,10.0,14.0,Drew Lock pass complete short right to Zach Charbonnet for 4 yards (tackle by Dre Greenlaw),1.22,0.13,14.0,2023,203
2.0,5:23,4.0,2.0,SFO 47,10.0,14.0,"Penalty on SEA: Delay of Game, 5 yards (accepted) (no play)",0.13,-0.19,14.0,2023,203
2.0,5:23,4.0,7.0,SEA 48,10.0,14.0,"Michael Dickson punts 37 yards, fair catch by Ronnie Bell at SF-15",-0.19,0.22,14.0,2023,203
2.0,5:16,1.0,10.0,SFO 15,10.0,14.0,Brock Purdy pass incomplete short middle intended for Brandon Aiyuk (defended by Leonard Williams),-0.22,-0.71,14.0,2023,203
2.0,5:12,2.0,10.0,SFO 15,10.0,14.0,Brock Purdy scrambles right tackle for 8 yards (tackle by Boye Mafe),-0.71,-0.39,14.0,2023,203
2.0,4:29,3.0,2.0,SFO 23,10.0,14.0,Brock Purdy pass complete short middle to Brandon Aiyuk for 5 yards (tackle by Jordyn Brooks),-0.39,0.81,14.0,2023,203
2.0,3:51,1.0,10.0,SFO 28,10.0,14.0,Brock Purdy pass complete short middle to Deebo Samuel for 25 yards (tackle by Quandre Diggs),0.81,2.46,14.0,2023,203
2.0,3:07,1.0,10.0,SEA 47,10.0,14.0,"Penalty on Jon Feliciano: False Start, 5 yards (accepted) (no play)",2.46,2.13,14.0,2023,203
2.0,2:58,1.0,15.0,SFO 48,10.0,14.0,Christian McCaffrey left tackle for 2 yards (tackle by Leonard Williams),2.13,1.44,14.0,2023,203
2.0,2:00,2.0,14.0,SFO 50,10.0,14.0,Brock Purdy pass complete short middle to George Kittle for 5 yards (tackle by Bobby Wagner and Julian Love),1.44,1.49,14.0,2023,203
2.0,1:19,3.0,8.0,SEA 45,10.0,14.0,Brock Purdy pass incomplete short left intended for Deebo Samuel,1.49,0.27,14.0,2023,203
2.0,1:14,4.0,8.0,SEA 45,10.0,14.0,Mitch Wishnowsky punts 37 yards downed by Demetrius Flannigan-Fowles,0.27,0.38,14.0,2023,203
2.0,1:03,1.0,10.0,SEA 8,10.0,14.0,"Drew Lock left end for 1 yard. Penalty on Drew Lock: Illegal Forward Pass, 4 yards (accepted)",-0.38,-1.0,14.0,2023,203
2.0,0:35,2.0,13.0,SEA 5,10.0,14.0,Zach Charbonnet up the middle for 2 yards (tackle by Nick Bosa),-1.0,-1.54,14.0,2023,203
3.0,15:00,,,SFO 35,10.0,14.0,"Jake Moody kicks off 66 yards, returned by DeeJay Dallas for 32 yards (tackle by Dee Winters and Isaiah Oliver)",0.0,1.0,14.0,2023,203
3.0,14:54,1.0,10.0,SEA 31,10.0,14.0,Drew Lock pass incomplete short right intended for Noah Fant (defended by Nick Bosa),1.0,0.46,14.0,2023,203
3.0,14:51,2.0,10.0,SEA 31,10.0,14.0,Drew Lock pass incomplete short right intended for Noah Fant (defended by Deommodore Lenoir),0.46,-0.23,14.0,2023,203
3.0,14:45,3.0,10.0,SEA 31,10.0,14.0,Drew Lock pass complete short right to Noah Fant for 9 yards (tackle by Isaiah Oliver and Fred Warner),-0.23,-0.72,14.0,2023,203
3.0,14:08,4.0,1.0,SEA 40,10.0,14.0,"Michael Dickson punts 60 yards, touchback.",-0.72,-0.28,14.0,2023,203
3.0,13:59,1.0,10.0,SFO 20,10.0,14.0,Christian McCaffrey for 23 yards (tackle by Jordyn Brooks),0.28,1.8,14.0,2023,203
3.0,13:14,1.0,10.0,SFO 43,10.0,14.0,"Christian McCaffrey for no gain. Penalty on Trent Williams: Offensive Holding, 10 yards (accepted) (no play)",1.8,1.14,14.0,2023,203
3.0,12:46,1.0,20.0,SFO 33,10.0,14.0,Brock Purdy pass complete short left to Christian McCaffrey for 8 yards (tackle by Riq Woolen),1.14,0.98,14.0,2023,203
3.0,12:02,2.0,12.0,SFO 41,10.0,14.0,Brock Purdy pass complete short left to Jordan Mason for 6 yards (tackle by Dre'Mont Jones),0.98,1.09,14.0,2023,203
3.0,11:20,3.0,6.0,SFO 47,10.0,14.0,Brock Purdy sacked by Leonard Williams for -6 yards,1.09,-0.65,14.0,2023,203
3.0,10:31,4.0,12.0,SFO 41,10.0,14.0,"Mitch Wishnowsky for no gain. Penalty on Ronnie Bell: Chop Block, 15 yards (offset) . Penalty on DeeJay Dallas: Unnecessary Roughness / Defense, 15 yards (offset) (no play)",-0.65,-0.65,14.0,2023,203
3.0,10:11,4.0,12.0,SFO 41,10.0,14.0,"Mitch Wishnowsky punts 46 yards, fair catch by DeeJay Dallas at SEA-13",-0.65,0.32,14.0,2023,203
3.0,10:03,1.0,10.0,SEA 13,10.0,14.0,Kenneth Walker right end for 2 yards (tackle by Deommodore Lenoir),-0.32,-0.57,14.0,2023,203
3.0,9:26,2.0,8.0,SEA 15,10.0,14.0,Drew Lock sacked by Clelin Ferrell for no gain,-0.57,-1.18,14.0,2023,203
3.0,8:44,3.0,8.0,SEA 15,10.0,14.0,Drew Lock pass complete short right to Tyler Lockett for 16 yards (tackle by Tashaun Gipson),-1.18,1.0,14.0,2023,203
3.0,8:08,1.0,10.0,SEA 31,10.0,14.0,Zach Charbonnet up the middle for 1 yard (tackle by Kevin Givens and Isaiah Oliver),1.0,0.6,14.0,2023,203
3.0,7:33,2.0,9.0,SEA 32,10.0,14.0,Zach Charbonnet right tackle for -4 yards (tackle by Clelin Ferrell),0.6,-0.63,14.0,2023,203
3.0,6:52,3.0,13.0,SEA 28,10.0,14.0,Drew Lock scrambles up the middle for 1 yard (tackle by Dre Greenlaw),-0.63,-1.44,14.0,2023,203
3.0,6:12,4.0,12.0,SEA 29,10.0,14.0,"Michael Dickson punts 62 yards, returned by Ronnie Bell for 16 yards (tackle by Jon Rhattigan)",-1.44,-0.61,14.0,2023,203
3.0,5:58,1.0,10.0,SFO 25,10.0,14.0,Brock Purdy pass complete deep left to Brandon Aiyuk for 45 yards (tackle by Julian Love),0.61,3.58,14.0,2023,203
