Tm,Total,Offense Tot,Offense Pass,Offense Rush,Offense TOvr,Defense Tot,Defense Pass,Defense Rush,Defense TOvr,Special Teams Tot,Special Teams KO,Special Teams KR,Special Teams P,Special Teams PR,Special Teams FG/XP,week,year,game_id
Bengals,21.0,6.86,8.82,-0.95,-7.87,4.37,2.63,2.92,3.33,8.34,-4.0,1.83,5.42,-3.13,8.22,14.0,2023,198
Colts,-21.0,-4.37,-2.63,-2.92,-3.33,-6.86,-8.82,0.95,7.87,-8.34,-1.83,4.0,3.13,-5.42,-8.22,14.0,2023,198
