0,1,week,year,game_id
Won Toss,Falcons (deferred),14.0,2023,195
Roof,retractable roof (closed),14.0,2023,195
Surface,fieldturf,14.0,2023,195
Duration,3:02,14.0,2023,195
Attendance,69496,14.0,2023,195
Vegas Line,Atlanta Falcons -1.0,14.0,2023,195
Over/Under,41.0 (over),14.0,2023,195
