Tm,Total,Offense Tot,Offense Pass,Offense Rush,Offense TOvr,Defense Tot,Defense Pass,Defense Rush,Defense TOvr,Special Teams Tot,Special Teams KO,Special Teams KR,Special Teams P,Special Teams PR,Special Teams FG/XP,week,year,game_id
Vikings,3.0,-10.05,-9.15,0.88,0.0,20.46,21.53,-1.07,7.85,-6.43,-0.89,-0.28,2.97,-6.11,-2.12,14.0,2023,202
Raiders,-3.0,-20.46,-21.53,1.07,-7.85,10.05,9.15,-0.88,0.0,6.43,0.28,0.89,6.11,-2.97,2.12,14.0,2023,202
