Player,Tm,Fumbles Fmb,Fumbles FL,week,year,game_id
Trevor Lawrence,JAX,0,0,14.0,2023,199
Travis Etienne,JAX,0,0,14.0,2023,199
D'Ernest Johnson,JAX,0,0,14.0,2023,199
Evan Engram,JAX,0,0,14.0,2023,199
Calvin Ridley,JAX,0,0,14.0,2023,199
Zay Jones,JAX,0,0,14.0,2023,199
Parker Washington,JAX,1,1,14.0,2023,199
Joe Flacco,CLE,1,1,14.0,2023,199
Jerome Ford,CLE,0,0,14.0,2023,199
Kareem Hunt,CLE,0,0,14.0,2023,199
Dorian Thompson-Robinson,CLE,0,0,14.0,2023,199
David Njoku,CLE,0,0,14.0,2023,199
Amari Cooper,CLE,1,1,14.0,2023,199
Elijah Moore,CLE,0,0,14.0,2023,199
David Bell,CLE,0,0,14.0,2023,199
Cedric Tillman,CLE,0,0,14.0,2023,199
Jordan Akins,CLE,0,0,14.0,2023,199
Pierre Strong,CLE,0,0,14.0,2023,199
