0,1,week,year,game_id
Won Toss,Dolphins (deferred),14.0,2023,208
Roof,outdoors,14.0,2023,208
Surface,grass,14.0,2023,208
Duration,3:28,14.0,2023,208
Attendance,66068,14.0,2023,208
Weather,"64 degrees, relative humidity 73%, wind 9 mph",14.0,2023,208
Vegas Line,Miami Dolphins -13.5,14.0,2023,208
Over/Under,46.5 (over),14.0,2023,208
