Player,Tm,Fumbles Fmb,Fumbles FL,week,year,game_id
Matthew Stafford,LAR,0,0,14.0,2023,201
Kyren Williams,LAR,0,0,14.0,2023,201
Royce Freeman,LAR,0,0,14.0,2023,201
Puka Nacua,LAR,0,0,14.0,2023,201
Cooper Kupp,LAR,0,0,14.0,2023,201
Davis Allen,LAR,0,0,14.0,2023,201
Demarcus Robinson,LAR,0,0,14.0,2023,201
Tutu Atwell,LAR,0,0,14.0,2023,201
Lamar Jackson,BAL,0,0,14.0,2023,201
Keaton Mitchell,BAL,0,0,14.0,2023,201
Gus Edwards,BAL,0,0,14.0,2023,201
Odell Beckham Jr.,BAL,0,0,14.0,2023,201
Isaiah Likely,BAL,0,0,14.0,2023,201
Zay Flowers,BAL,0,0,14.0,2023,201
Nelson Agholor,BAL,0,0,14.0,2023,201
Rashod Bateman,BAL,0,0,14.0,2023,201
Justice Hill,BAL,0,0,14.0,2023,201
