Player,Tm,Receiving Tgt,Receiving Rec,Receiving Yds,Receiving TD,Receiving Lng,week,year,game_id
Joshua Dobbs,MIN,0,0,0,0,0,14.0,2023,202
Nick Mullens,MIN,0,0,0,0,0,14.0,2023,202
Alexander Mattison,MIN,1,0,0,0,0,14.0,2023,202
Ty Chandler,MIN,3,3,7,0,6,14.0,2023,202
C.J. Ham,MIN,0,0,0,0,0,14.0,2023,202
Kene Nwangwu,MIN,0,0,0,0,0,14.0,2023,202
T.J. Hockenson,MIN,8,5,53,0,26,14.0,2023,202
Jordan Addison,MIN,3,2,27,0,20,14.0,2023,202
Justin Jefferson,MIN,3,2,27,0,15,14.0,2023,202
K.J. Osborn,MIN,7,4,15,0,12,14.0,2023,202
Jalen Nailor,MIN,5,2,13,0,9,14.0,2023,202
Johnny Mundt,MIN,1,1,4,0,4,14.0,2023,202
Josh Oliver,MIN,1,0,0,0,0,14.0,2023,202
Brandon Powell,MIN,1,0,0,0,0,14.0,2023,202
Aidan O'Connell,LVR,0,0,0,0,0,14.0,2023,202
Josh Jacobs,LVR,2,2,16,0,9,14.0,2023,202
Ameer Abdullah,LVR,2,2,7,0,7,14.0,2023,202
Zamir White,LVR,0,0,0,0,0,14.0,2023,202
Davante Adams,LVR,10,7,53,0,24,14.0,2023,202
Hunter Renfrow,LVR,5,3,46,0,38,14.0,2023,202
Jakobi Meyers,LVR,6,5,25,0,12,14.0,2023,202
Michael Mayer,LVR,2,1,14,0,14,14.0,2023,202
Greg Van Roten,LVR,0,0,5,0,0,14.0,2023,202
Austin Hooper,LVR,1,1,5,0,5,14.0,2023,202
Tre Tucker,LVR,1,0,0,0,0,14.0,2023,202
