Quarter,Time,Down,ToGo,Location,TAM,ATL,Detail,EPB,EPA,week,year,game_id
1.0,0:38,3.0,8.0,TAM 27,3.0,3.0,Baker Mayfield pass incomplete deep middle intended for Chris Godwin,-0.36,-1.57,14.0,2023,195
1.0,0:34,4.0,8.0,TAM 27,3.0,3.0,Jake Camarda punts 59 yards. DeAundre Alford fumbles out of bounds,-1.57,0.28,14.0,2023,195
1.0,0:25,1.0,10.0,ATL 14,3.0,3.0,Desmond Ridder pass short right intended for Bijan Robinson is intercepted by Carlton Davis at ATL-8 and returned for no gain (tackle by Bijan Robinson),-0.28,-5.37,14.0,2023,195
1.0,0:20,1.0,8.0,ATL 8,3.0,3.0,Rachaad White left end for 7 yards (tackle by Richie Grant),5.37,5.91,14.0,2023,195
2.0,15:00,2.0,1.0,ATL 1,9.0,3.0,"Baker Mayfield left tackle for 1 yard, touchdown",5.91,7.0,14.0,2023,195
2.0,14:57,,,ATL 15,10.0,3.0,Chase McLaughlin kicks extra point good,0.0,0.0,14.0,2023,195
2.0,14:57,,,TAM 35,10.0,3.0,"Jake Camarda kicks off 65 yards, touchback.",0.0,0.61,14.0,2023,195
2.0,14:57,1.0,10.0,ATL 25,10.0,3.0,Bijan Robinson left tackle for 6 yards (tackle by Shaquil Barrett),0.61,0.87,14.0,2023,195
2.0,14:29,2.0,4.0,ATL 31,10.0,3.0,"Desmond Ridder pass complete short right to MyCole Pruitt for 4 yards. MyCole Pruitt fumbles, ball out of bounds at ATL-33 (forced by Zyon McCollum) (tackle by Lavonte David). MyCole Pruitt fumbles out of bounds",0.87,0.43,14.0,2023,195
2.0,13:47,3.0,2.0,ATL 33,10.0,3.0,Bijan Robinson right tackle for 8 yards (tackle by Antoine Winfield and K.J. Britt),0.43,1.66,14.0,2023,195
2.0,13:11,1.0,10.0,ATL 41,10.0,3.0,Desmond Ridder pass complete deep left to Drake London for 22 yards (tackle by Ryan Neal),1.66,3.12,14.0,2023,195
2.0,12:40,1.0,10.0,TAM 37,10.0,3.0,Bijan Robinson left end for 1 yard (tackle by Joe Tryon-Shoyinka and William Gholston),3.12,2.71,14.0,2023,195
2.0,12:15,2.0,9.0,TAM 36,10.0,9.0,"Desmond Ridder pass complete deep right to Kyle Pitts for 36 yards, touchdown",2.71,7.0,14.0,2023,195
2.0,12:09,,,TAM 15,10.0,10.0,Younghoe Koo kicks extra point good,0.0,0.0,14.0,2023,195
2.0,12:09,,,ATL 35,10.0,10.0,"Bradley Pinion kicks off 65 yards, touchback.",0.0,0.61,14.0,2023,195
2.0,12:09,1.0,10.0,TAM 25,10.0,10.0,Chase Edmonds right end for 1 yard (tackle by Jessie Bates),0.61,0.2,14.0,2023,195
2.0,11:30,2.0,9.0,TAM 26,10.0,10.0,Baker Mayfield pass complete short middle to Chase Edmonds for 10 yards (tackle by Jessie Bates),0.2,1.33,14.0,2023,195
2.0,10:50,1.0,10.0,TAM 36,10.0,10.0,Trey Palmer left end for 3 yards (tackle by Clark Phillips),1.33,1.2,14.0,2023,195
2.0,10:09,2.0,7.0,TAM 39,10.0,10.0,Chase Edmonds left tackle for 3 yards (tackle by Kaden Elliss),1.2,0.89,14.0,2023,195
2.0,9:25,3.0,4.0,TAM 42,10.0,10.0,Baker Mayfield pass complete short left to Chase Edmonds for 8 yards (tackle by Richie Grant),0.89,2.26,14.0,2023,195
2.0,8:55,1.0,10.0,TAM 50,10.0,10.0,Rachaad White right guard for 4 yards (tackle by Clark Phillips and Richie Grant),2.26,2.25,14.0,2023,195
2.0,8:16,2.0,6.0,ATL 46,10.0,10.0,Baker Mayfield pass complete short right to Chris Godwin for 2 yards (tackle by Kaden Elliss and Andre Smith),2.25,1.82,14.0,2023,195
2.0,7:33,3.0,4.0,ATL 44,10.0,10.0,Baker Mayfield pass complete short left to Rachaad White for 2 yards (tackle by Mike Hughes),1.82,0.46,14.0,2023,195
2.0,6:48,4.0,2.0,ATL 42,10.0,10.0,Rachaad White left end for -5 yards (tackle by Jessie Bates),0.46,-2.06,14.0,2023,195
2.0,6:44,1.0,10.0,ATL 47,10.0,10.0,Desmond Ridder pass complete short left to KhaDarel Hodge for 18 yards (tackle by Zyon McCollum),2.06,3.25,14.0,2023,195
2.0,6:12,1.0,10.0,TAM 35,10.0,10.0,Bijan Robinson right guard for no gain (tackle by Antoine Winfield),3.25,2.7,14.0,2023,195
2.0,5:43,2.0,10.0,TAM 35,10.0,10.0,Desmond Ridder pass complete short right to Mack Hollins for 4 yards (tackle by Carlton Davis),2.7,2.54,14.0,2023,195
2.0,5:07,3.0,6.0,TAM 31,10.0,10.0,Desmond Ridder sacked by Calijah Kancey for -1 yards,2.54,1.24,14.0,2023,195
2.0,4:24,4.0,7.0,TAM 32,10.0,10.0,Younghoe Koo 50 yard field goal no good,1.24,-1.6,14.0,2023,195
2.0,4:20,1.0,10.0,TAM 40,10.0,10.0,Rachaad White right tackle for 4 yards (tackle by Andre Smith and Zach Harrison),1.6,1.59,14.0,2023,195
2.0,3:38,2.0,6.0,TAM 44,10.0,10.0,Baker Mayfield pass incomplete deep left intended for Chris Godwin,1.59,0.89,14.0,2023,195
2.0,3:32,3.0,6.0,TAM 44,10.0,10.0,Baker Mayfield sacked by Kentavius Street for -2 yards,0.89,-0.59,14.0,2023,195
2.0,2:50,4.0,8.0,TAM 42,10.0,10.0,"Jake Camarda punts 50 yards, fair catch by DeAundre Alford at ATL-8",-0.59,0.38,14.0,2023,195
2.0,2:44,1.0,10.0,ATL 8,12.0,10.0,"Desmond Ridder sacked by Antoine Winfield for -8 yards. Desmond Ridder fumbles (forced by Antoine Winfield), recovered by Keith Smith in end zone (tackle by Pat O'Connor), safety.",-0.38,-2.0,14.0,2023,195
2.0,2:36,,,ATL 20,12.0,10.0,"Bradley Pinion kicks off 75 yards, returned by Deven Thompkins for 29 yards (tackle by DeMarcco Hellams)",0.0,1.2,14.0,2023,195
2.0,2:29,1.0,10.0,TAM 34,12.0,10.0,Rachaad White right guard for 4 yards (tackle by Kentavius Street and Albert Huggins),1.2,1.2,14.0,2023,195
2.0,2:00,2.0,6.0,TAM 38,12.0,10.0,Rachaad White left tackle for 3 yards (tackle by Calais Campbell),1.2,0.89,14.0,2023,195
2.0,1:16,3.0,3.0,TAM 41,12.0,10.0,"Penalty on Tristan Wirfs: False Start, 5 yards (accepted) (no play)",0.89,0.23,14.0,2023,195
2.0,1:16,3.0,8.0,TAM 36,12.0,10.0,Baker Mayfield pass incomplete short right intended for Cade Otton (defended by Clark Phillips),0.23,-0.98,14.0,2023,195
2.0,1:09,4.0,8.0,TAM 36,12.0,10.0,"Jake Camarda punts 40 yards, returned by DeAundre Alford for 23 yards (tackle by Chase Edmonds and Josh Hayes)",-0.98,-2.06,14.0,2023,195
2.0,0:58,1.0,10.0,ATL 47,12.0,10.0,"Desmond Ridder for -4 yards. Desmond Ridder fumbles, recovered by Desmond Ridder at ATL-43",2.06,0.98,14.0,2023,195
2.0,0:42,2.0,14.0,ATL 43,12.0,10.0,Desmond Ridder pass complete short middle to Drake London for 15 yards (tackle by Zyon McCollum),0.98,2.79,14.0,2023,195
2.0,0:33,,,,,,Timeout #1 by Atlanta Falcons,,,14.0,2023,195
2.0,0:33,1.0,10.0,TAM 42,12.0,10.0,Desmond Ridder pass complete short left to Drake London for 8 yards (tackle by Zyon McCollum),2.79,3.32,14.0,2023,195
2.0,0:30,2.0,2.0,TAM 34,12.0,10.0,Desmond Ridder pass incomplete short middle intended for Jonnu Smith (defended by Lavonte David),3.32,2.61,14.0,2023,195
2.0,0:27,3.0,2.0,TAM 34,12.0,10.0,Bijan Robinson left tackle for no gain (tackle by Shaquil Barrett and Greg Gaines),2.61,1.1,14.0,2023,195
2.0,0:03,,,,,,Timeout #2 by Atlanta Falcons,,,14.0,2023,195
2.0,0:03,4.0,2.0,TAM 34,12.0,10.0,Younghoe Koo 52 yard field goal no good,1.1,1.66,14.0,2023,195
3.0,15:00,,,TAM 35,12.0,10.0,"Jake Camarda kicks off 65 yards, touchback.",0.0,0.61,14.0,2023,195
3.0,15:00,1.0,10.0,ATL 25,12.0,10.0,Bijan Robinson left tackle for 8 yards (tackle by Greg Gaines and K.J. Britt),0.61,1.14,14.0,2023,195
3.0,14:25,2.0,2.0,ATL 33,12.0,10.0,Desmond Ridder pass complete short left to Drake London for 6 yards (tackle by Zyon McCollum),1.14,1.53,14.0,2023,195
3.0,14:01,1.0,10.0,ATL 39,12.0,10.0,"Desmond Ridder pass deep left (defended by Lavonte David) is intercepted by Antoine Winfield at TB-45 and returned for no gain (tackle by Kyle Pitts). Penalty on Carlton Davis: Illegal Use of Hands / Defense, 5 yards (accepted) (no play)",1.53,1.86,14.0,2023,195
3.0,13:53,1.0,10.0,ATL 44,12.0,10.0,Desmond Ridder pass incomplete short left intended for Jonnu Smith,1.86,1.32,14.0,2023,195
3.0,13:51,2.0,10.0,ATL 44,12.0,10.0,Tyler Allgeier left end for no gain (tackle by Calijah Kancey),1.32,0.63,14.0,2023,195
3.0,13:12,3.0,10.0,ATL 44,12.0,10.0,Desmond Ridder pass complete short right to Jonnu Smith for 8 yards (tackle by Antoine Winfield),0.63,0.07,14.0,2023,195
3.0,12:34,,,,,,Timeout #1 by Tampa Bay Buccaneers,,,14.0,2023,195
3.0,12:34,4.0,2.0,TAM 48,12.0,10.0,Bradley Pinion punts 41 yards downed by Tre Flowers,0.07,0.38,14.0,2023,195
3.0,12:25,1.0,10.0,TAM 7,12.0,10.0,Baker Mayfield pass incomplete short middle intended for Ko Kieft,-0.38,-0.78,14.0,2023,195
3.0,12:21,2.0,10.0,TAM 7,12.0,10.0,Baker Mayfield pass incomplete short right intended for Mike Evans (defended by Calais Campbell),-0.78,-1.42,14.0,2023,195
3.0,12:16,3.0,10.0,TAM 7,12.0,10.0,Rachaad White left guard for 8 yards (tackle by Jessie Bates),-1.42,-2.44,14.0,2023,195
3.0,11:38,4.0,2.0,TAM 15,12.0,10.0,"Jake Camarda punts 57 yards, returned by DeAundre Alford for 18 yards (tackle by Anthony Nelson and J.J. Russell)",-2.44,-1.99,14.0,2023,195
3.0,11:24,1.0,10.0,ATL 46,12.0,10.0,Desmond Ridder pass incomplete deep left intended for Drake London (defended by Kaevon Merriweather),1.99,1.45,14.0,2023,195
3.0,11:16,2.0,10.0,ATL 46,12.0,10.0,Desmond Ridder pass incomplete short middle intended for KhaDarel Hodge (defended by Carlton Davis),1.45,0.76,14.0,2023,195
3.0,11:12,3.0,10.0,ATL 46,12.0,10.0,Desmond Ridder pass incomplete deep middle intended for Scott Miller,0.76,-0.32,14.0,2023,195
3.0,11:06,4.0,10.0,ATL 46,12.0,10.0,"Bradley Pinion punts 45 yards, fair catch by Deven Thompkins at TB-9",-0.32,0.38,14.0,2023,195
3.0,10:59,1.0,10.0,TAM 9,12.0,10.0,"Robert Hainsey aborted snap, recovered by Rachaad White at TB-7 and returned for 3 yards (tackle by Kaden Elliss and Bud Dupree)",-0.38,-0.56,14.0,2023,195
3.0,10:23,2.0,7.0,TAM 12,12.0,10.0,Rachaad White up the middle for 1 yard (tackle by Kentavius Street),-0.56,-0.95,14.0,2023,195
3.0,9:58,3.0,6.0,TAM 13,12.0,10.0,Baker Mayfield pass incomplete short left intended for Chris Godwin,-0.95,-2.49,14.0,2023,195
3.0,9:53,4.0,6.0,TAM 13,12.0,10.0,"Jake Camarda punts 56 yards, fair catch by DeAundre Alford at ATL-31",-2.49,-1.0,14.0,2023,195
3.0,9:45,1.0,10.0,ATL 31,12.0,10.0,"Penalty on Storm Norton: False Start, 5 yards (accepted) (no play)",1.0,0.67,14.0,2023,195
3.0,9:45,1.0,15.0,ATL 26,12.0,10.0,Desmond Ridder pass incomplete short right intended for Kyle Pitts (defended by Carlton Davis),0.67,-0.22,14.0,2023,195
3.0,9:40,2.0,15.0,ATL 26,12.0,10.0,Desmond Ridder pass complete short right to Drake London for 4 yards (tackle by Carlton Davis),-0.22,-0.36,14.0,2023,195
3.0,9:00,3.0,11.0,ATL 30,12.0,10.0,Desmond Ridder pass incomplete short middle intended for Kyle Pitts (defended by K.J. Britt),-0.36,-1.37,14.0,2023,195
3.0,8:55,4.0,11.0,ATL 30,12.0,10.0,"Bradley Pinion punts 49 yards, returned by Deven Thompkins for 13 yards (tackle by DeMarcco Hellams)",-1.37,-1.2,14.0,2023,195
3.0,8:46,1.0,10.0,TAM 34,12.0,10.0,Chase Edmonds left guard for 5 yards (tackle by Albert Huggins),1.2,1.33,14.0,2023,195
3.0,8:13,2.0,5.0,TAM 39,12.0,10.0,Chase Edmonds left tackle for 4 yards (tackle by Travis Bell),1.33,1.16,14.0,2023,195
3.0,7:31,3.0,1.0,TAM 43,12.0,10.0,Rachaad White left tackle for 12 yards (tackle by Jessie Bates),1.16,2.59,14.0,2023,195
3.0,6:52,1.0,10.0,ATL 45,12.0,10.0,Chase Edmonds left guard for 5 yards (tackle by Andre Smith),2.59,2.72,14.0,2023,195
3.0,6:17,2.0,5.0,ATL 40,12.0,10.0,Chase Edmonds left tackle for no gain (tackle by Kaden Elliss),2.72,2.01,14.0,2023,195
3.0,5:36,3.0,5.0,ATL 40,12.0,10.0,Baker Mayfield pass complete short middle to Mike Evans for 8 yards (tackle by Kaden Elliss),2.01,3.45,14.0,2023,195
3.0,4:58,1.0,10.0,ATL 32,12.0,10.0,Rachaad White left tackle for 1 yard (tackle by Calais Campbell),3.45,3.04,14.0,2023,195
3.0,4:19,2.0,9.0,ATL 31,12.0,10.0,Baker Mayfield pass incomplete short left intended for Cade Otton,3.04,2.34,14.0,2023,195
3.0,4:14,3.0,9.0,ATL 31,18.0,10.0,"Baker Mayfield pass complete short left to Rachaad White for 31 yards, touchdown",2.34,7.0,14.0,2023,195
3.0,4:06,,,ATL 15,19.0,10.0,Chase McLaughlin kicks extra point good,0.0,0.0,14.0,2023,195
3.0,4:06,,,TAM 35,19.0,10.0,"Jake Camarda kicks off 65 yards, touchback.",0.0,0.61,14.0,2023,195
3.0,4:06,1.0,10.0,ATL 25,19.0,10.0,Bijan Robinson left end for 1 yard (tackle by Logan Hall),0.61,0.2,14.0,2023,195
3.0,3:32,2.0,9.0,ATL 26,19.0,10.0,Desmond Ridder pass complete short right to Bijan Robinson for 3 yards (tackle by Lavonte David),0.2,-0.1,14.0,2023,195
3.0,2:53,3.0,6.0,ATL 29,19.0,10.0,Desmond Ridder pass complete short middle to Jonnu Smith for 8 yards (tackle by Anthony Nelson),-0.1,1.4,14.0,2023,195
3.0,2:31,1.0,10.0,ATL 37,19.0,10.0,Tyler Allgeier left tackle for 4 yards (tackle by Anthony Nelson and K.J. Britt),1.4,1.4,14.0,2023,195
3.0,1:54,2.0,6.0,ATL 41,19.0,10.0,Tyler Allgeier right end for 6 yards (tackle by K.J. Britt),1.4,2.06,14.0,2023,195
3.0,1:16,1.0,10.0,ATL 47,19.0,10.0,Tyler Allgeier right end for 1 yard (tackle by Antoine Winfield and K.J. Britt),2.06,1.65,14.0,2023,195
3.0,0:43,2.0,9.0,ATL 48,19.0,10.0,Desmond Ridder pass incomplete deep middle intended for Scott Miller (defended by Zyon McCollum),1.65,0.96,14.0,2023,195
3.0,0:36,3.0,9.0,ATL 48,19.0,10.0,Desmond Ridder pass incomplete short left intended for Jonnu Smith (defended by Zyon McCollum),0.96,-0.19,14.0,2023,195
3.0,0:32,4.0,9.0,ATL 48,19.0,10.0,"Bradley Pinion punts 45 yards, returned by Deven Thompkins for 13 yards (tackle by KhaDarel Hodge)",-0.19,-0.28,14.0,2023,195
3.0,0:22,1.0,10.0,TAM 20,19.0,10.0,Rachaad White left guard for 2 yards (tackle by Lorenzo Carter),0.28,0.0,14.0,2023,195
4.0,15:00,2.0,8.0,TAM 22,19.0,10.0,Rachaad White right guard for 3 yards (tackle by Kaden Elliss),0.0,-0.3,14.0,2023,195
4.0,14:18,3.0,5.0,TAM 25,19.0,10.0,Baker Mayfield pass incomplete short middle intended for Chris Godwin,-0.3,-1.7,14.0,2023,195
4.0,14:14,4.0,5.0,TAM 25,19.0,10.0,"Jake Camarda punts 63 yards, returned by DeAundre Alford for 16 yards (tackle by Chase Edmonds). Penalty on Josh Hayes: Player Out of Bounds on Kick, 5 yards (accepted)",-1.7,-1.14,14.0,2023,195
4.0,14:02,1.0,10.0,ATL 33,19.0,10.0,Desmond Ridder pass incomplete short right intended for Scott Miller,1.14,0.59,14.0,2023,195
4.0,13:56,2.0,10.0,ATL 33,19.0,10.0,Bijan Robinson left end for 3 yards (tackle by Dee Delaney and Zyon McCollum),0.59,0.3,14.0,2023,195
4.0,13:23,3.0,7.0,ATL 36,19.0,10.0,"Desmond Ridder pass incomplete short left intended for Drake London. Penalty on Zyon McCollum: Defensive Pass Interference, 11 yards (accepted) (no play)",0.3,2.06,14.0,2023,195
4.0,13:19,1.0,10.0,ATL 47,19.0,10.0,Desmond Ridder pass complete short right to MyCole Pruitt for 11 yards (tackle by Shaquil Barrett),2.06,2.79,14.0,2023,195
4.0,12:50,1.0,10.0,TAM 42,19.0,10.0,Cordarrelle Patterson right end for 6 yards (tackle by K.J. Britt),2.79,3.05,14.0,2023,195
4.0,12:17,2.0,4.0,TAM 36,19.0,10.0,Cordarrelle Patterson right tackle for no gain (tackle by Calijah Kancey and YaYa Diaby),3.05,2.34,14.0,2023,195
4.0,11:54,3.0,4.0,TAM 36,19.0,10.0,Desmond Ridder pass complete short middle to Bijan Robinson for 33 yards (tackle by Antoine Winfield and Shaquil Barrett),2.34,6.51,14.0,2023,195
4.0,11:13,1.0,3.0,TAM 3,19.0,16.0,"Bijan Robinson right tackle for 3 yards, touchdown",6.51,7.0,14.0,2023,195
4.0,11:10,,,TAM 15,19.0,17.0,Younghoe Koo kicks extra point good,0.0,0.0,14.0,2023,195
4.0,11:10,,,ATL 35,19.0,17.0,"Bradley Pinion kicks off 65 yards, touchback.",0.0,0.61,14.0,2023,195
4.0,11:10,1.0,10.0,TAM 25,19.0,17.0,Chase Edmonds right end for 7 yards (tackle by Andre Smith),0.61,1.01,14.0,2023,195
4.0,10:31,2.0,3.0,TAM 32,19.0,17.0,Chase Edmonds left guard for 15 yards (tackle by Jessie Bates),1.01,2.06,14.0,2023,195
4.0,9:53,1.0,10.0,TAM 47,19.0,17.0,Rachaad White left tackle for 6 yards (tackle by Clark Phillips),2.06,2.33,14.0,2023,195
4.0,9:16,2.0,4.0,ATL 47,19.0,17.0,Rachaad White left tackle for 10 yards (tackle by Richie Grant and Andre Smith),2.33,3.12,14.0,2023,195
4.0,8:36,1.0,10.0,ATL 37,19.0,17.0,Baker Mayfield pass complete short right to Chris Godwin for 6 yards (tackle by AJ Terrell and DeAundre Alford),3.12,3.38,14.0,2023,195
4.0,7:56,2.0,4.0,ATL 31,19.0,17.0,Rachaad White left guard for 5 yards (tackle by Albert Huggins and Jessie Bates),3.38,3.84,14.0,2023,195
4.0,7:13,1.0,10.0,ATL 26,19.0,17.0,Baker Mayfield pass incomplete deep right intended for Cade Otton,3.84,3.3,14.0,2023,195
4.0,7:07,2.0,10.0,ATL 26,19.0,17.0,Rachaad White left tackle for 6 yards (tackle by Jessie Bates and DeMarcco Hellams),3.3,3.4,14.0,2023,195
4.0,6:22,3.0,4.0,ATL 20,19.0,17.0,"Baker Mayfield pass incomplete deep right intended for Mike Evans TAM challenged the pass completion ruling, and the play was upheld.",3.4,2.2,14.0,2023,195
4.0,6:14,4.0,4.0,ATL 20,22.0,17.0,Chase McLaughlin 38 yard field goal good,2.2,3.0,14.0,2023,195
4.0,6:10,,,TAM 35,22.0,17.0,"Jake Camarda kicks off 65 yards, touchback.",0.0,0.61,14.0,2023,195
4.0,6:10,1.0,10.0,ATL 25,22.0,17.0,Desmond Ridder pass complete deep right to Drake London for 45 yards (tackle by Carlton Davis),0.61,3.58,14.0,2023,195
4.0,5:28,1.0,10.0,TAM 30,22.0,17.0,Tyler Allgeier right tackle for 9 yards (tackle by Logan Hall and Lavonte David),3.58,4.25,14.0,2023,195
4.0,4:45,2.0,1.0,TAM 21,22.0,17.0,Tyler Allgeier left tackle for 9 yards (tackle by Lavonte David and Kaevon Merriweather),4.25,4.78,14.0,2023,195
4.0,4:09,1.0,10.0,TAM 12,22.0,17.0,Tyler Allgeier left end for 6 yards (tackle by Lavonte David and Logan Hall),4.78,5.08,14.0,2023,195
4.0,3:30,2.0,5.0,TAM 6,22.0,23.0,"Desmond Ridder left end for 6 yards, touchdown",5.08,7.0,14.0,2023,195
4.0,3:23,,,TAM 2,22.0,25.0,Two Point Attempt: Desmond Ridder pass complete to to Drake London for no gain,1.0,1.0,14.0,2023,195
4.0,3:23,,,ATL 35,22.0,25.0,"Bradley Pinion kicks off 65 yards, touchback.",0.0,0.61,14.0,2023,195
4.0,3:23,1.0,10.0,TAM 25,22.0,25.0,Baker Mayfield pass complete short middle to Chris Godwin for 7 yards (tackle by Andre Smith),0.61,1.01,14.0,2023,195
4.0,3:00,2.0,3.0,TAM 32,22.0,25.0,Rachaad White left tackle for 4 yards (tackle by Lorenzo Carter and Ta'Quon Graham),1.01,1.33,14.0,2023,195
4.0,2:34,1.0,10.0,TAM 36,22.0,25.0,Rachaad White left guard for 9 yards (tackle by Kaden Elliss),1.33,2.01,14.0,2023,195
4.0,2:13,2.0,1.0,TAM 45,22.0,25.0,Baker Mayfield pass incomplete deep right intended for Chris Godwin (defended by Clark Phillips),2.01,1.29,14.0,2023,195
4.0,2:07,3.0,1.0,TAM 45,22.0,25.0,Rachaad White left tackle for no gain (tackle by Calais Campbell),1.29,-0.39,14.0,2023,195
4.0,2:00,4.0,1.0,TAM 45,22.0,25.0,"Rachaad White left guard for 3 yards. Rachaad White fumbles (forced by Andre Smith), recovered by Rachaad White at TB-48 (tackle by Andre Smith)",-0.39,2.13,14.0,2023,195
4.0,1:33,,,,,,Timeout #1 by Atlanta Falcons,,,14.0,2023,195
4.0,1:33,1.0,10.0,TAM 48,22.0,25.0,Baker Mayfield pass incomplete deep right intended for Mike Evans (defended by Jessie Bates),2.13,1.58,14.0,2023,195
4.0,1:28,2.0,10.0,TAM 48,22.0,25.0,"Baker Mayfield pass incomplete deep right intended for Mike Evans. Penalty on Clark Phillips: Defensive Holding, 5 yards (accepted) (no play)",1.58,2.46,14.0,2023,195
4.0,1:24,1.0,10.0,ATL 47,22.0,25.0,Baker Mayfield pass incomplete deep left intended for Mike Evans,2.46,1.91,14.0,2023,195
4.0,1:19,2.0,10.0,ATL 47,22.0,25.0,Baker Mayfield pass incomplete short right intended for Chris Godwin,1.91,1.22,14.0,2023,195
4.0,1:16,3.0,10.0,ATL 47,22.0,25.0,Baker Mayfield pass complete deep right to Chris Godwin for 32 yards (tackle by Clark Phillips),1.22,4.58,14.0,2023,195
