Player,Tm,Def Interceptions Int,Def Interceptions Yds,Def Interceptions TD,Def Interceptions Lng,Def Interceptions PD,Sk,Tackles Comb,Tackles Solo,Tackles Ast,Tackles TFL,Tackles QBHits,Fumbles FR,Fumbles Yds,Fumbles TD,Fumbles FF,week,year,game_id
Derrick Brown,CAR,1,2,0,2,1,0.0,10,5,5,0,1,0,0,0,0,14.0,2023,196
Frankie Luvu,CAR,0,0,0,0,0,1.0,4,2,2,1,3,0,0,0,0,14.0,2023,196
Vonn Bell,CAR,0,0,0,0,0,0.0,7,4,3,0,0,0,0,0,0,14.0,2023,196
Jaycee Horn,CAR,0,0,0,0,1,0.0,7,6,1,0,0,0,0,0,0,14.0,2023,196
Xavier Woods,CAR,0,0,0,0,1,0.0,6,5,1,0,0,0,0,0,0,14.0,2023,196
Shy Tuttle,CAR,0,0,0,0,0,0.0,5,3,2,1,0,0,0,0,0,14.0,2023,196
Jeremy Chinn,CAR,0,0,0,0,0,0.0,3,0,3,0,0,0,0,0,0,14.0,2023,196
Kamu Grugier-Hill,CAR,0,0,0,0,0,0.0,2,1,1,0,0,0,0,0,0,14.0,2023,196
Troy Hill,CAR,0,0,0,0,0,0.0,2,2,0,0,0,0,0,0,0,14.0,2023,196
LaBryan Ray,CAR,0,0,0,0,0,0.0,2,1,1,0,0,0,0,0,0,14.0,2023,196
Amare Barno,CAR,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,14.0,2023,196
Brian Burns,CAR,0,0,0,0,0,0.0,1,1,0,1,0,0,0,0,0,14.0,2023,196
Alex Cook,CAR,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,14.0,2023,196
Tae Davis,CAR,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,14.0,2023,196
Marquis Haynes,CAR,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,14.0,2023,196
Donte Jackson,CAR,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,14.0,2023,196
J.J. Jansen,CAR,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,14.0,2023,196
Deion Jones,CAR,0,0,0,0,0,0.0,1,1,0,1,0,0,0,0,0,14.0,2023,196
Nick Thurman,CAR,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,14.0,2023,196
DJ Chark,CAR,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0,14.0,2023,196
Yetur Gross-Matos,CAR,0,0,0,0,0,0.0,0,0,0,0,2,0,0,0,0,14.0,2023,196
Demario Davis,NOR,0,0,0,0,1,1.5,9,5,4,1,3,0,0,0,0,14.0,2023,196
Jordan Howden,NOR,0,0,0,0,1,1.0,10,7,3,0,0,0,0,0,1,14.0,2023,196
Carl Granderson,NOR,0,0,0,0,0,1.0,5,4,1,1,1,0,0,0,0,14.0,2023,196
Nathan Shepherd,NOR,0,0,0,0,0,0.5,7,4,3,0,1,0,0,0,0,14.0,2023,196
Tyrann Mathieu,NOR,0,0,0,0,1,0.0,6,5,1,0,0,0,0,0,0,14.0,2023,196
Alontae Taylor,NOR,0,0,0,0,2,0.0,6,3,3,0,0,0,0,0,1,14.0,2023,196
Paulson Adebo,NOR,0,0,0,0,0,0.0,5,5,0,0,0,0,0,0,0,14.0,2023,196
Khalen Saunders,NOR,0,0,0,0,0,0.0,5,2,3,0,0,0,0,0,0,14.0,2023,196
Lonnie Johnson Jr.,NOR,0,0,0,0,0,0.0,3,3,0,0,0,0,0,0,0,14.0,2023,196
Zack Baun,NOR,0,0,0,0,0,0.0,2,2,0,1,1,0,0,0,0,14.0,2023,196
J.T. Gray,NOR,0,0,0,0,0,0.0,2,2,0,0,0,0,0,0,0,14.0,2023,196
Cameron Jordan,NOR,0,0,0,0,0,0.0,2,2,0,0,0,0,0,0,0,14.0,2023,196
Tanoh Kpassagnon,NOR,0,0,0,0,0,0.0,2,2,0,0,0,0,0,0,0,14.0,2023,196
Pete Werner,NOR,0,0,0,0,0,0.0,2,2,0,0,0,1,1,0,0,14.0,2023,196
Isaac Yiadom,NOR,0,0,0,0,3,0.0,2,1,1,0,0,0,0,0,0,14.0,2023,196
Johnathan Abram,NOR,0,0,0,0,0,0.0,1,1,0,1,0,0,0,0,0,14.0,2023,196
Jack Heflin,NOR,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,14.0,2023,196
D'Marco Jackson,NOR,0,0,0,0,0,0.0,1,0,1,0,0,1,8,1,0,14.0,2023,196
Kyle Phillips,NOR,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,14.0,2023,196
Nephi Sewell,NOR,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,1,14.0,2023,196
Bryan Bresee,NOR,0,0,0,0,0,0.0,0,0,0,0,2,0,0,0,0,14.0,2023,196
