Player,Tm,Fumbles Fmb,Fumbles FL,week,year,game_id
Jared Goff,DET,1,1,14.0,2023,197
David Montgomery,DET,0,0,14.0,2023,197
Jahmyr Gibbs,DET,1,0,14.0,2023,197
Sam LaPorta,DET,0,0,14.0,2023,197
Jameson Williams,DET,0,0,14.0,2023,197
Josh Reynolds,DET,0,0,14.0,2023,197
Amon-Ra St. Brown,DET,0,0,14.0,2023,197
Donovan Peoples-Jones,DET,0,0,14.0,2023,197
Kalif Raymond,DET,0,0,14.0,2023,197
Brock Wright,DET,0,0,14.0,2023,197
Justin Fields,CHI,0,0,14.0,2023,197
D'Onta Foreman,CHI,0,0,14.0,2023,197
D.J. Moore,CHI,0,0,14.0,2023,197
Khalil Herbert,CHI,0,0,14.0,2023,197
Roschon Johnson,CHI,0,0,14.0,2023,197
Cole Kmet,CHI,0,0,14.0,2023,197
Darnell Mooney,CHI,0,0,14.0,2023,197
Velus Jones Jr.,CHI,0,0,14.0,2023,197
Tyler Scott,CHI,0,0,14.0,2023,197
Marcedes Lewis,CHI,0,0,14.0,2023,197
Khari Blasingame,CHI,0,0,14.0,2023,197
