Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%,week,year,game_id
Kaleb Hayes,,,0,0,,,,,,,,,,1,0,0,,0,,0,,14.0,2023,207
Carrington Valentine,GNB,0.0,4,4,100.0%,29.0,7.3,7.3,1.0,136.5,4.0,16.0,13.0,0,0,0,0.0,0,4.0,1,20.0%,14.0,2023,207
Keisean Nixon,GNB,0.0,5,4,80.0%,60.0,15.0,12.0,0.0,116.7,10.4,34.0,26.0,0,0,0,0.0,0,4.0,1,20.0%,14.0,2023,207
Corey Ballentine,GNB,0.0,4,3,75.0%,22.0,7.3,5.5,0.0,87.5,2.0,3.0,19.0,0,0,0,0.0,0,1.0,1,50.0%,14.0,2023,207
De'Vondre Campbell,GNB,0.0,3,2,66.7%,25.0,12.5,8.3,0.0,92.4,10.0,22.0,3.0,2,0,0,0.0,0,6.0,1,14.3%,14.0,2023,207
Darnell Savage Jr.,GNB,0.0,2,2,100.0%,10.0,5.0,5.0,0.0,87.5,3.0,6.0,4.0,0,0,0,0.0,0,7.0,2,22.2%,14.0,2023,207
Isaiah McDuffie,GNB,0.0,1,1,100.0%,7.0,7.0,7.0,0.0,95.8,7.0,7.0,0.0,2,1,0,0.0,1,7.0,0,0.0%,14.0,2023,207
Jonathan Owens,GNB,0.0,1,1,100.0%,5.0,5.0,5.0,0.0,87.5,5.0,5.0,0.0,0,0,0,0.0,0,2.0,1,33.3%,14.0,2023,207
Rashan Gary,GNB,0.0,0,0,,,,,,,,,,2,1,2,0.0,3,2.0,1,33.3%,14.0,2023,207
Devonte Wyatt,GNB,0.0,0,0,,,,,,,,,,0,1,0,0.0,1,4.0,1,20.0%,14.0,2023,207
Kenny Clark,GNB,0.0,0,0,,,,,,,,,,0,1,0,0.0,1,3.0,0,0.0%,14.0,2023,207
Kingsley Enagbare,GNB,0.0,0,0,,,,,,,,,,5,1,0,0.0,1,1.0,1,50.0%,14.0,2023,207
Preston Smith,GNB,0.0,0,0,,,,,,,,,,3,1,0,0.0,1,1.0,0,0.0%,14.0,2023,207
Deonte Banks,NYG,0.0,12,7,58.3%,62.0,8.9,5.2,1.0,100.0,8.9,37.0,25.0,0,0,0,0.0,0,12.0,0,0.0%,14.0,2023,207
Bobby Okereke,NYG,0.0,4,4,100.0%,10.0,2.5,2.5,0.0,79.2,-2.0,-8.0,18.0,2,0,0,0.0,0,6.0,0,0.0%,14.0,2023,207
Cordale Flott,NYG,0.0,8,4,50.0%,56.0,14.0,7.0,0.0,72.9,8.3,28.0,28.0,0,0,0,0.0,0,5.0,1,16.7%,14.0,2023,207
Xavier McKinney,NYG,0.0,2,2,100.0%,21.0,10.5,10.5,0.0,110.4,7.5,15.0,6.0,5,1,0,0.0,1,4.0,1,20.0%,14.0,2023,207
Jason Pinnock,NYG,1.0,3,2,66.7%,51.0,25.5,17.0,0.0,70.1,4.7,8.0,43.0,3,0,0,0.0,0,4.0,1,20.0%,14.0,2023,207
Adoree' Jackson,NYG,0.0,5,2,40.0%,8.0,4.0,1.6,0.0,47.9,5.2,3.0,5.0,0,0,0,0.0,0,4.0,0,0.0%,14.0,2023,207
Micah McFadden,NYG,0.0,1,1,100.0%,7.0,7.0,7.0,0.0,95.8,6.0,6.0,1.0,2,0,0,0.5,1,5.0,2,28.6%,14.0,2023,207
Rakeem Nunez-Roches,NYG,0.0,1,1,100.0%,-10.0,-10.0,-10.0,0.0,79.2,-12.0,-12.0,2.0,0,0,0,0.0,0,2.0,1,33.3%,14.0,2023,207
Isaiah Simmons,NYG,0.0,1,1,100.0%,5.0,5.0,5.0,0.0,87.5,5.0,5.0,0.0,1,0,0,0.0,0,1.0,1,50.0%,14.0,2023,207
Darnay Holmes,NYG,0.0,1,1,100.0%,8.0,8.0,8.0,0.0,100.0,2.0,2.0,6.0,0,0,0,0.0,0,1.0,0,0.0%,14.0,2023,207
Kayvon Thibodeaux,NYG,0.0,0,0,,,,,,,,,,7,4,0,0.5,5,8.0,0,0.0%,14.0,2023,207
Azeez Ojulari,NYG,0.0,0,0,,,,,,,,,,4,0,2,0.5,3,4.0,0,0.0%,14.0,2023,207
Dexter Lawrence,NYG,0.0,0,0,,,,,,,,,,0,0,1,0.5,2,3.0,0,0.0%,14.0,2023,207
Dane Belton,NYG,0.0,0,0,,,,,,,,,,1,0,1,0.0,1,1.0,0,0.0%,14.0,2023,207
Jihad Ward,NYG,0.0,0,0,,,,,,,,,,4,0,0,0.0,0,0.0,1,100.0%,14.0,2023,207
