Player,Tm,Rushing Att,Rushing Yds,Rushing TD,Rushing Lng,week,year,game_id
Drew Lock,SEA,3,5,0,3,14.0,2023,203
Zach Charbonnet,SEA,9,44,0,23,14.0,2023,203
Kenneth Walker III,SEA,8,21,0,12,14.0,2023,203
Tyler Lockett,SEA,0,0,0,0,14.0,2023,203
D.K. Metcalf,SEA,0,0,0,0,14.0,2023,203
Noah Fant,SEA,0,0,0,0,14.0,2023,203
Colby Parkinson,SEA,0,0,0,0,14.0,2023,203
Jaxon Smith-Njigba,SEA,0,0,0,0,14.0,2023,203
Will Dissly,SEA,0,0,0,0,14.0,2023,203
Brock Purdy,SFO,2,7,0,8,14.0,2023,203
Christian McCaffrey,SFO,16,145,0,72,14.0,2023,203
Jordan Mason,SFO,4,20,1,8,14.0,2023,203
Deebo Samuel,SFO,1,1,1,1,14.0,2023,203
Brandon Aiyuk,SFO,0,0,0,0,14.0,2023,203
George Kittle,SFO,0,0,0,0,14.0,2023,203
Charlie Woerner,SFO,0,0,0,0,14.0,2023,203
Jauan Jennings,SFO,0,0,0,0,14.0,2023,203
