Player,Tm,Fumbles Fmb,Fumbles FL,week,year,game_id
Jordan Love,GNB,1,1,14.0,2023,207
AJ Dillon,GNB,0,0,14.0,2023,207
Jayden Reed,GNB,0,0,14.0,2023,207
Patrick Taylor,GNB,0,0,14.0,2023,207
Tucker Kraft,GNB,0,0,14.0,2023,207
Romeo Doubs,GNB,0,0,14.0,2023,207
Samori Toure,GNB,0,0,14.0,2023,207
Dontayvion Wicks,GNB,0,0,14.0,2023,207
Malik Heath,GNB,0,0,14.0,2023,207
Tommy DeVito,NYG,0,0,14.0,2023,207
Saquon Barkley,NYG,1,1,14.0,2023,207
Wan'Dale Robinson,NYG,0,0,14.0,2023,207
Matt Breida,NYG,0,0,14.0,2023,207
Isaiah Hodgins,NYG,0,0,14.0,2023,207
Daniel Bellinger,NYG,0,0,14.0,2023,207
Darius Slayton,NYG,0,0,14.0,2023,207
Jalin Hyatt,NYG,0,0,14.0,2023,207
