Unnamed: 0_level_0,Unnamed: 1_level_0,Receiving,Receiving,Receiving,Receiving,Receiving,week,year,game_id
Player,Tm,Tgt,Rec,Yds,TD,Lng,,,
Lamar Jackson,BAL,0,0,0,0,0,11.0,2024,159
Derrick Henry,BAL,0,0,0,0,0,11.0,2024,159
Justice Hill,BAL,7,4,28,0,22,11.0,2024,159
Isaiah Likely,BAL,5,4,75,0,42,11.0,2024,159
Zay Flowers,BAL,6,2,39,1,23,11.0,2024,159
Rashod Bateman,BAL,5,2,30,0,19,11.0,2024,159
Mark Andrews,BAL,3,2,22,0,14,11.0,2024,159
Tylan Wallace,BAL,1,1,8,0,8,11.0,2024,159
Patrick Ricard,BAL,1,1,5,0,5,11.0,2024,159
Nelson Agholor,BAL,1,0,0,0,0,11.0,2024,159
Diontae Johnson,BAL,2,0,0,0,0,11.0,2024,159
Russell Wilson,PIT,0,0,0,0,0,11.0,2024,159
Najee Harris,PIT,5,4,30,0,20,11.0,2024,159
Jaylen Warren,PIT,4,4,27,0,12,11.0,2024,159
Justin Fields,PIT,0,0,0,0,0,11.0,2024,159
George Pickens,PIT,12,8,89,0,37,11.0,2024,159
Darnell Washington,PIT,4,2,42,0,25,11.0,2024,159
Pat Freiermuth,PIT,2,2,14,0,9,11.0,2024,159
Ben Skowronek,PIT,1,1,4,0,4,11.0,2024,159
Van Jefferson,PIT,1,0,0,0,0,11.0,2024,159
Cordarrelle Patterson,PIT,1,1,0,0,0,11.0,2024,159
Calvin Austin III,PIT,2,1,-1,0,-1,11.0,2024,159
