Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br,week,year,game_id
Nick Chubb,CLE,11,50,0,3.0,25,2.3,25,2.3,1,11.0,11.0,2024,155
Jerome Ford,CLE,5,10,0,0.0,6,1.2,4,0.8,0,,11.0,2024,155
Pierre Strong,CLE,2,5,0,,2,1.0,3,1.5,0,,11.0,2024,155
Kadarius Toney,CLE,1,-7,0,,-7,-7.0,0,0.0,0,,11.0,2024,155
Jameis Winston,CLE,1,8,0,0.0,8,8.0,0,0.0,0,,11.0,2024,155
Alvin Kamara,NOR,16,67,0,3.0,45,2.8,22,1.4,1,16.0,11.0,2024,155
Taysom Hill,NOR,7,138,3,4.0,41,5.9,97,13.9,3,2.3,11.0,2024,155
Jake Haener,NOR,2,-2,0,,-2,-1.0,0,0.0,0,,11.0,2024,155
Jordan Mims,NOR,2,3,0,,2,1.0,1,0.5,0,,11.0,2024,155
Derek Carr,NOR,1,8,0,1.0,6,6.0,2,2.0,0,,11.0,2024,155
