#,Quarter,Time,LOS,Plays,Length,Net Yds,Result,home_team,team,week,year,game_id
1,1,12:31,LAC 10,3,2:14,8,Punt,1,Chargers,11.0,2024,165
2,1,6:27,LAC 30,5,2:53,70,Touchdown,1,Chargers,11.0,2024,165
3,2,12:54,LAC 29,4,1:52,71,Touchdown,1,Chargers,11.0,2024,165
4,2,9:28,LAC 34,9,4:53,66,Touchdown,1,Chargers,11.0,2024,165
5,2,2:33,LAC 21,11,2:33,78,Field Goal,1,Chargers,11.0,2024,165
6,3,15:00,LAC 30,3,0:59,3,Punt,1,Chargers,11.0,2024,165
7,3,13:23,LAC 41,7,2:54,24,Field Goal,1,Chargers,11.0,2024,165
8,3,5:27,LAC 30,3,1:00,-12,Punt,1,Chargers,11.0,2024,165
9,3,2:53,LAC 30,6,3:03,46,Fumble,1,Chargers,11.0,2024,165
10,4,12:21,LAC 30,4,0:35,17,Punt,1,Chargers,11.0,2024,165
11,4,7:31,LAC 38,3,2:07,-4,Punt,1,Chargers,11.0,2024,165
12,4,1:48,LAC 41,3,0:22,0,Punt,1,Chargers,11.0,2024,165
13,4,0:45,LAC 16,4,0:27,84,Touchdown,1,Chargers,11.0,2024,165
