Player,Tm,Cmp,Att,Yds,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Drops,Drop%,BadTh,Bad%,Sk,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,week,year,game_id
Lamar Jackson,BAL,16,33,207,9,25.7,307,9.3,97,6.1,2.9,110,6.9,2,6.5%,7,22.6%,2,15,4,4,10,28.6%,0,,11.0,2024,159
Russell Wilson,PIT,23,36,205,9,22.5,219,6.1,78,3.4,2.2,127,5.5,1,3.1%,3,9.4%,4,9,3,3,10,24.4%,1,3.0,11.0,2024,159
