#,Quarter,Time,LOS,Plays,Length,Net Yds,Result,home_team,team,week,year,game_id
1,1,12:28,CLE 49,6,2:34,49,Touchdown,1,Saints,11.0,2024,155
2,1,8:56,NOR 12,10,6:49,44,Punt,1,Saints,11.0,2024,155
3,1,1:52,NOR 41,1,0:14,0,Interception,1,Saints,11.0,2024,155
4,2,14:14,NOR 20,3,1:34,80,Touchdown,1,Saints,11.0,2024,155
5,2,6:45,NOR 41,9,4:50,52,Fumble,1,Saints,11.0,2024,155
6,3,15:00,NOR 30,5,1:59,28,Punt,1,Saints,11.0,2024,155
7,3,8:49,NOR 30,5,3:22,17,Punt,1,Saints,11.0,2024,155
8,3,3:18,NOR 23,9,4:56,77,Touchdown,1,Saints,11.0,2024,155
9,4,9:00,CLE 35,6,2:56,35,Touchdown,1,Saints,11.0,2024,155
10,4,2:43,NOR 22,2,0:17,78,Touchdown,1,Saints,11.0,2024,155
11,4,1:07,NOR 21,2,1:07,-2,End of Game,1,Saints,11.0,2024,155
