Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%,week,year,game_id
Jeremy Chinn,WAS,0,6,4,66.7%,29.0,7.3,4.8,0.0,77.8,4.7,12.0,17.0,0,0,0,0.0,0,13,0,0.0%,11.0,2024,153
Mike Sainristil,WAS,0,7,3,42.9%,31.0,10.3,4.4,0.0,56.2,8.6,22.0,9.0,0,0,0,0.0,0,6,0,0.0%,11.0,2024,153
Noah Igbinoghene,WAS,0,4,3,75.0%,42.0,14.0,10.5,0.0,108.3,1.8,7.0,35.0,0,0,0,0.0,0,6,1,14.3%,11.0,2024,153
Frankie Luvu,WAS,0,2,2,100.0%,5.0,2.5,2.5,0.0,79.2,1.0,2.0,3.0,8,0,1,2.0,3,10,0,0.0%,11.0,2024,153
Quan Martin,WAS,0,3,2,66.7%,78.0,39.0,26.0,0.0,109.7,11.7,35.0,43.0,1,0,1,0.0,1,6,0,0.0%,11.0,2024,153
Bobby Wagner,WAS,0,2,2,100.0%,27.0,13.5,13.5,0.0,118.7,11.0,22.0,5.0,0,0,0,0.0,0,8,0,0.0%,11.0,2024,153
Jeremy McNichols,WAS,0,1,1,100.0%,43.0,43.0,43.0,0.0,118.7,2.0,2.0,41.0,0,0,0,0.0,0,0,1,100.0%,11.0,2024,153
Benjamin St-Juste,WAS,0,3,1,33.3%,10.0,10.0,3.3,0.0,43.7,7.3,10.0,0.0,0,0,0,0.0,0,7,0,0.0%,11.0,2024,153
Dante Fowler,WAS,0,0,0,,,,,,,,,,2,0,0,0.0,0,0,0,,11.0,2024,153
Michael Davis,WAS,0,1,0,0.0%,,,0.0,,39.6,1.0,,,0,0,0,0.0,0,0,0,,11.0,2024,153
Percy Butler,WAS,0,1,0,0.0%,,,0.0,,39.6,14.0,,,0,0,0,0.0,0,1,0,0.0%,11.0,2024,153
Daron Payne,WAS,0,0,0,,,,,,,,,,0,0,0,0.0,0,3,1,25.0%,11.0,2024,153
Zack Baun,PHI,0,13,8,61.5%,99.0,12.4,7.6,0.0,85.1,1.2,3.0,96.0,1,0,0,0.0,0,15,0,0.0%,11.0,2024,153
Cooper DeJean,PHI,0,6,4,66.7%,39.0,9.8,6.5,0.0,84.7,2.0,7.0,32.0,0,0,0,0.0,0,5,1,16.7%,11.0,2024,153
Nakobe Dean,PHI,0,3,3,100.0%,25.0,8.3,8.3,0.0,101.4,6.0,18.0,7.0,0,0,0,0.0,0,10,0,0.0%,11.0,2024,153
Reed Blankenship,PHI,1,6,3,50.0%,38.0,12.7,6.3,0.0,30.6,6.3,10.0,28.0,0,0,0,0.0,0,10,0,0.0%,11.0,2024,153
Darius Slay,PHI,0,3,2,66.7%,7.0,3.5,2.3,0.0,70.1,6.7,-1.0,8.0,0,0,0,0.0,0,2,0,0.0%,11.0,2024,153
Nolan Smith,PHI,0,1,1,100.0%,6.0,6.0,6.0,0.0,91.7,-4.0,-4.0,10.0,0,0,0,1.0,1,3,0,0.0%,11.0,2024,153
C.J. Gardner-Johnson,PHI,0,2,1,50.0%,5.0,5.0,2.5,1.0,95.8,4.0,5.0,0.0,0,0,0,0.0,0,3,0,0.0%,11.0,2024,153
Brandon Graham,PHI,0,0,0,,,,,,,,,,0,0,0,1.0,1,4,0,0.0%,11.0,2024,153
Josh Sweat,PHI,0,0,0,,,,,,,,,,0,0,0,1.0,1,3,0,0.0%,11.0,2024,153
Quinyon Mitchell,PHI,0,2,0,0.0%,9.0,,4.5,0.0,45.8,2.0,4.0,5.0,0,0,0,0.0,0,1,0,0.0%,11.0,2024,153
