Player,Tm,Cmp,Att,Yds,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Drops,Drop%,BadTh,Bad%,Sk,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,week,year,game_id
Kirk Cousins,ATL,18,27,173,8,26.7,183,6.8,83,4.6,3.1,90,5.0,0,0.0%,4,15.4%,3,7,2,1,6,20.0%,0,,11.0,2024,163
Michael Penix,ATL,2,4,24,2,40.0,48,12.0,20,10.0,5.0,4,2.0,0,0.0%,2,50.0%,1,1,0,1,2,40.0%,0,,11.0,2024,163
Bo Nix,DEN,28,33,307,14,41.2,139,4.2,108,3.9,3.3,199,7.1,0,0.0%,2,6.3%,1,5,4,2,7,20.0%,1,3.0,11.0,2024,163
