Unnamed: 0_level_0,Unnamed: 1_level_0,Rushing,Rushing,Rushing,Rushing,week,year,game_id
Player,Tm,Att,Yds,TD,Lng,,,
Anthony Richardson,IND,10,32,2,5,11.0,2024,160
Jonathan Taylor,IND,24,57,0,10,11.0,2024,160
Adonai Mitchell,IND,1,2,0,2,11.0,2024,160
Josh Downs,IND,0,0,0,0,11.0,2024,160
Alec Pierce,IND,0,0,0,0,11.0,2024,160
Michael Pittman Jr.,IND,0,0,0,0,11.0,2024,160
Mo Alie-Cox,IND,0,0,0,0,11.0,2024,160
Andrew Ogletree,IND,0,0,0,0,11.0,2024,160
Kylen Granson,IND,0,0,0,0,11.0,2024,160
Trey Sermon,IND,0,0,0,0,11.0,2024,160
Aaron Rodgers,NYJ,1,7,0,7,11.0,2024,160
Breece Hall,NYJ,16,78,1,18,11.0,2024,160
Braelon Allen,NYJ,2,6,0,4,11.0,2024,160
Davante Adams,NYJ,0,0,0,0,11.0,2024,160
Garrett Wilson,NYJ,0,0,0,0,11.0,2024,160
Xavier Gipson,NYJ,0,0,0,0,11.0,2024,160
Kenny Yeboah,NYJ,0,0,0,0,11.0,2024,160
Malachi Corley,NYJ,0,0,0,0,11.0,2024,160
Tyler Conklin,NYJ,1,0,0,0,11.0,2024,160
Jeremy Ruckert,NYJ,0,0,0,0,11.0,2024,160
