0,1,week,year,game_id
Won Toss,Vikings (deferred),11.0,2024,158
Roof,outdoors,11.0,2024,158
Surface,grass,11.0,2024,158
Duration,3:08,11.0,2024,158
Attendance,67686,11.0,2024,158
Weather,"66 degrees, relative humidity 59%, wind 7 mph",11.0,2024,158
Vegas Line,Minnesota Vikings -6.0,11.0,2024,158
Over/Under,39.5 (under),11.0,2024,158
