Unnamed: 0_level_0,Unnamed: 1_level_0,Offense,Offense,Offense,Offense,Defense,Defense,Defense,Defense,Special Teams,Special Teams,Special Teams,Special Teams,Special Teams,Special Teams,week,year,game_id
Tm,Total,Tot,Pass,Rush,TOvr,Tot,Pass,Rush,TOvr,Tot,KO,KR,P,PR,FG/XP,,,
Falcons,-32.0,-7.97,0.9,-7.86,-4.71,-22.98,-25.63,1.99,0.0,4.61,-2.82,6.58,1.13,-1.72,1.44,11.0,2024,163
Broncos,32.0,22.98,25.63,-1.99,0.0,7.97,-0.9,7.86,4.71,-4.61,-6.58,2.82,1.72,-1.13,-1.44,11.0,2024,163
