Player,Tm,Cmp,Att,Yds,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Drops,Drop%,BadTh,Bad%,Sk,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,week,year,game_id
Joe Burrow,CIN,28,50,356,14,26.4,512,10.2,245,8.8,4.9,111,4.0,1,2.2%,8,17.4%,3,16,3,10,16,29.1%,2,14.0,11.0,2024,165
Justin Herbert,LAC,17,36,297,14,36.8,463,12.9,232,13.6,6.4,65,3.8,2,6.1%,5,15.2%,2,9,1,3,6,14.3%,4,16.5,11.0,2024,165
