Unnamed: 0_level_0,Unnamed: 1_level_0,Rushing,Rushing,Rushing,Rushing,week,year,game_id
Player,Tm,Att,Yds,TD,Lng,,,
Joe Burrow,CIN,2,28,0,14,11.0,2024,165
Chase Brown,CIN,22,86,0,27,11.0,2024,165
Tee Higgins,CIN,0,0,0,0,11.0,2024,165
Ja'Marr Chase,CIN,0,0,0,0,11.0,2024,165
Andrei Iosivas,CIN,0,0,0,0,11.0,2024,165
Tanner Hudson,CIN,0,0,0,0,11.0,2024,165
Jermaine Burton,CIN,0,0,0,0,11.0,2024,165
Mike Gesicki,CIN,0,0,0,0,11.0,2024,165
Drew Sample,CIN,1,-4,0,0,11.0,2024,165
Justin Herbert,LAC,5,65,0,30,11.0,2024,165
J.K. Dobbins,LAC,11,56,2,29,11.0,2024,165
Gus Edwards,LAC,6,27,0,9,11.0,2024,165
Derius Davis,LAC,1,6,0,6,11.0,2024,165
Hassan Haskins,LAC,2,1,0,1,11.0,2024,165
Ladd McConkey,LAC,0,0,0,0,11.0,2024,165
Will Dissly,LAC,0,0,0,0,11.0,2024,165
Quentin Johnston,LAC,0,0,0,0,11.0,2024,165
Josh Palmer,LAC,0,0,0,0,11.0,2024,165
Tucker Fisk,LAC,0,0,0,0,11.0,2024,165
Jalen Reagor,LAC,0,0,0,0,11.0,2024,165
