Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%,week,year,game_id
Darnay Holmes,LVR,0,5,5,100.0%,55.0,11.0,11.0,0.0,112.5,7.6,38.0,17.0,0,0,0,0.0,0,7,0,0.0%,11.0,2024,157
Isaiah Pola-Mao,LVR,0,4,4,100.0%,47.0,11.8,11.8,1.0,155.2,9.0,36.0,11.0,0,0,0,0.0,0,3,0,0.0%,11.0,2024,157
Jack Jones,LVR,0,6,4,66.7%,28.0,7.0,4.7,0.0,77.1,3.8,18.0,10.0,0,0,0,0.0,0,7,0,0.0%,11.0,2024,157
Tre'von Moehrig,LVR,0,6,3,50.0%,24.0,8.0,4.0,0.0,60.4,0.0,-9.0,33.0,2,0,0,0.0,0,5,0,0.0%,11.0,2024,157
Decamerion Richardson,LVR,0,5,3,60.0%,84.0,28.0,16.8,2.0,143.7,9.6,38.0,46.0,0,0,0,0.0,0,5,0,0.0%,11.0,2024,157
Divine Deablo,LVR,0,3,3,100.0%,26.0,8.7,8.7,0.0,102.8,-1.0,-3.0,29.0,1,0,0,0.0,0,4,0,0.0%,11.0,2024,157
Robert Spillane,LVR,0,6,2,33.3%,23.0,11.5,3.8,0.0,45.8,0.3,-5.0,28.0,1,1,0,0.0,1,11,0,0.0%,11.0,2024,157
Charles Snowden,LVR,0,3,2,66.7%,4.0,2.0,1.3,0.0,70.1,6.7,2.0,2.0,0,0,0,0.0,0,3,0,0.0%,11.0,2024,157
Amari Burney,LVR,0,2,2,100.0%,25.0,12.5,12.5,0.0,118.7,5.5,11.0,14.0,0,0,0,0.0,0,2,0,0.0%,11.0,2024,157
Adam Butler,LVR,0,0,0,,,,,,,,,,0,0,0,1.0,1,5,0,0.0%,11.0,2024,157
Tyree Wilson,LVR,0,0,0,,,,,,,,,,0,0,0,1.0,1,2,0,0.0%,11.0,2024,157
K'Lavon Chaisson,LVR,0,0,0,,,,,,,,,,2,0,0,0.0,0,1,0,0.0%,11.0,2024,157
Thomas Harper,LVR,0,1,0,0.0%,15.0,,15.0,0.0,79.2,12.0,12.0,3.0,0,0,0,0.0,0,1,0,0.0%,11.0,2024,157
Matthew Butler,LVR,0,1,0,0.0%,11.0,,11.0,0.0,72.9,6.0,6.0,5.0,0,0,0,0.0,0,1,0,0.0%,11.0,2024,157
Jordyn Brooks,MIA,0,10,7,70.0%,57.0,8.1,5.7,0.0,84.2,4.0,30.0,27.0,0,0,0,0.0,0,13,0,0.0%,11.0,2024,157
Anthony Walker,MIA,0,8,6,75.0%,62.0,10.3,7.8,0.0,96.9,3.8,16.0,46.0,0,0,0,0.0,0,10,0,0.0%,11.0,2024,157
Jalen Ramsey,MIA,1,7,5,71.4%,34.0,6.8,4.9,0.0,42.3,4.9,16.0,18.0,1,1,0,0.0,1,5,0,0.0%,11.0,2024,157
Kader Kohou,MIA,0,3,3,100.0%,25.0,8.3,8.3,1.0,141.0,3.0,9.0,16.0,0,0,0,0.0,0,5,2,28.6%,11.0,2024,157
Zach Sieler,MIA,0,2,2,100.0%,9.0,4.5,4.5,0.0,85.4,0.0,0.0,9.0,0,0,1,1.0,2,4,0,0.0%,11.0,2024,157
Jordan Poyer,MIA,0,5,2,40.0%,73.0,36.5,14.6,1.0,127.1,5.4,27.0,46.0,0,0,0,0.0,0,6,1,14.3%,11.0,2024,157
Storm Duck,MIA,0,3,2,66.7%,26.0,13.0,8.7,0.0,93.7,3.3,10.0,16.0,0,0,0,0.0,0,4,0,0.0%,11.0,2024,157
Marcus Maye,MIA,0,2,1,50.0%,7.0,7.0,3.5,0.0,58.3,7.0,3.0,4.0,0,0,0,0.0,0,0,1,100.0%,11.0,2024,157
Quinton Bell,MIA,0,2,1,50.0%,31.0,31.0,15.5,0.0,95.8,0.0,-3.0,34.0,0,0,0,0.0,0,3,0,0.0%,11.0,2024,157
Jevon Holland,MIA,0,2,1,50.0%,10.0,10.0,5.0,0.0,64.6,-1.5,-2.0,12.0,0,0,0,0.0,0,2,0,0.0%,11.0,2024,157
Emmanuel Ogbah,MIA,0,0,0,,,,,,,,,,0,0,0,1.0,1,1,0,0.0%,11.0,2024,157
Chop Robinson,MIA,0,0,0,,,,,,,,,,1,1,0,0.0,1,1,0,0.0%,11.0,2024,157
Calais Campbell,MIA,0,0,0,,,,,,,,,,0,0,0,1.0,1,2,0,0.0%,11.0,2024,157
Tyus Bowser,MIA,0,0,0,,,,,,,,,,5,0,0,0.0,0,1,0,0.0%,11.0,2024,157
