#,Quarter,Time,LOS,Plays,Length,Net Yds,Result,home_team,team,week,year,game_id
1,1,14:15,BUF 35,8,4:15,65,Touchdown,1,Bills,11.0,2024,164
2,1,8:22,BUF 40,6,3:02,13,Punt,1,Bills,11.0,2024,164
3,2,14:53,BUF 30,9,4:45,70,Touchdown,1,Bills,11.0,2024,164
4,2,9:06,KAN 41,4,1:41,7,Interception,1,Bills,11.0,2024,164
5,2,2:51,BUF 23,12,2:51,62,Field Goal,1,Bills,11.0,2024,164
6,3,15:00,BUF 30,3,0:54,3,Punt,1,Bills,11.0,2024,164
7,3,11:43,BUF 33,6,3:49,17,Punt,1,Bills,11.0,2024,164
8,3,3:54,BUF 17,10,6:03,83,Touchdown,1,Bills,11.0,2024,164
9,4,7:53,BUF 30,12,5:36,70,Touchdown,1,Bills,11.0,2024,164
10,4,1:07,BUF 29,2,1:07,-2,End of Game,1,Bills,11.0,2024,164
