Player,Tm,Cmp,Att,Yds,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Drops,Drop%,BadTh,Bad%,Sk,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,week,year,game_id
Jordan Love,GNB,13,17,261,10,55.6,142,8.4,118,9.1,6.9,143,11.0,1,5.9%,2,11.8%,1,3,0,2,3,15.0%,2,9.0,11.0,2024,154
Caleb Williams,CHI,23,31,231,12,35.3,212,6.8,111,4.8,3.6,120,5.2,1,3.2%,6,19.4%,3,8,0,3,6,15.4%,5,9.8,11.0,2024,154
