Player,Tm,Cmp,Att,Yds,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Drops,Drop%,BadTh,Bad%,Sk,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,week,year,game_id
Patrick Mahomes,KAN,23,33,196,15,42.9,228,6.9,91,4.0,2.8,105,4.6,1,3.2%,3,9.7%,2,10,10,5,17,48.6%,0,,11.0,2024,164
Josh Allen,BUF,27,40,262,13,32.5,280,7.0,118,4.4,3.0,144,5.3,0,0.0%,10,26.3%,0,15,6,4,10,22.2%,5,9.0,11.0,2024,164
