Unnamed: 0_level_0,Unnamed: 1_level_0,Off.,Off.,Def.,Def.,ST,ST,home_team,team,week,year,game_id
Player,Pos,Num,Pct,Num,Pct,Num,Pct,,,,,
Alijah Vera-Tucker,G,51,100%,0,0%,5,16%,1,Jets,11.0,2024,160
Joe Tippmann,C,51,100%,0,0%,5,16%,1,Jets,11.0,2024,160
Olumuyiwa Fashanu,T,51,100%,0,0%,5,16%,1,Jets,11.0,2024,160
Morgan Moses,T,51,100%,0,0%,2,6%,1,Jets,11.0,2024,160
Garrett Wilson,WR,51,100%,0,0%,0,0%,1,Jets,11.0,2024,160
Aaron Rodgers,QB,51,100%,0,0%,0,0%,1,Jets,11.0,2024,160
John Simpson,G,50,98%,0,0%,5,16%,1,Jets,11.0,2024,160
Davante Adams,WR,48,94%,0,0%,0,0%,1,Jets,11.0,2024,160
Tyler Conklin,TE,47,92%,0,0%,0,0%,1,Jets,11.0,2024,160
Breece Hall,RB,43,84%,0,0%,0,0%,1,Jets,11.0,2024,160
Xavier Gipson,WR,27,53%,0,0%,11,36%,1,Jets,11.0,2024,160
Jeremy Ruckert,TE,15,29%,0,0%,5,16%,1,Jets,11.0,2024,160
Malachi Corley,WR,12,24%,0,0%,0,0%,1,Jets,11.0,2024,160
Braelon Allen,RB,9,18%,0,0%,12,39%,1,Jets,11.0,2024,160
Kenny Yeboah,TE,3,6%,0,0%,26,84%,1,Jets,11.0,2024,160
Max Mitchell,T,1,2%,0,0%,5,16%,1,Jets,11.0,2024,160
Jalen Mills,CB,0,0%,70,100%,1,3%,1,Jets,11.0,2024,160
Quincy Williams,LB,0,0%,70,100%,1,3%,1,Jets,11.0,2024,160
Jamien Sherwood,LB,0,0%,69,99%,5,16%,1,Jets,11.0,2024,160
D.J. Reed,CB,0,0%,69,99%,1,3%,1,Jets,11.0,2024,160
Sauce Gardner,CB,0,0%,69,99%,0,0%,1,Jets,11.0,2024,160
Chuck Clark,SS,0,0%,69,99%,0,0%,1,Jets,11.0,2024,160
Will McDonald,LB,0,0%,52,74%,0,0%,1,Jets,11.0,2024,160
Quinnen Williams,NT,0,0%,51,73%,5,16%,1,Jets,11.0,2024,160
Javon Kinlaw,DT,0,0%,47,67%,5,16%,1,Jets,11.0,2024,160
Micheal Clemons,DE,0,0%,42,60%,5,16%,1,Jets,11.0,2024,160
Isaiah Oliver,CB,0,0%,30,43%,13,42%,1,Jets,11.0,2024,160
Haason Reddick,LB,0,0%,26,37%,1,3%,1,Jets,11.0,2024,160
Michael Carter II,CB,0,0%,26,37%,0,0%,1,Jets,11.0,2024,160
Eric Watts,DE,0,0%,21,30%,4,13%,1,Jets,11.0,2024,160
Solomon Thomas,DT,0,0%,19,27%,4,13%,1,Jets,11.0,2024,160
Bruce Hector,DT,0,0%,17,24%,0,0%,1,Jets,11.0,2024,160
Leonard Taylor,DT,0,0%,10,14%,0,0%,1,Jets,11.0,2024,160
Samuel Eguavoen,LB,0,0%,9,13%,25,81%,1,Jets,11.0,2024,160
Ashtyn Davis,SS,0,0%,3,4%,25,81%,1,Jets,11.0,2024,160
Marcelino McCrary-Ball,LB,0,0%,1,1%,21,68%,1,Jets,11.0,2024,160
Isaiah Davis,RB,0,0%,0,0%,21,68%,1,Jets,11.0,2024,160
Chazz Surratt,LB,0,0%,0,0%,21,68%,1,Jets,11.0,2024,160
Irvin Charles,WR,0,0%,0,0%,21,68%,1,Jets,11.0,2024,160
Qwan'tez Stiggers,CB,0,0%,0,0%,20,65%,1,Jets,11.0,2024,160
Brandin Echols,CB,0,0%,0,0%,19,61%,1,Jets,11.0,2024,160
Anders Carlson,K,0,0%,0,0%,11,36%,1,Jets,11.0,2024,160
Thomas Hennessy,LS,0,0%,0,0%,10,32%,1,Jets,11.0,2024,160
Thomas Morstead,P,0,0%,0,0%,10,32%,1,Jets,11.0,2024,160
Tony Adams,FS,0,0%,0,0%,7,23%,1,Jets,11.0,2024,160
Carter Warren,T,0,0%,0,0%,3,10%,1,Jets,11.0,2024,160
