Player,Pos,home_team,team,week,year,game_id
Anthony Richardson,QB,0,Colts,11.0,2024,160
Jonathan Taylor,RB,0,Colts,11.0,2024,160
Josh Downs,WR,0,Colts,11.0,2024,160
Michael Pittman Jr.,WR,0,Colts,11.0,2024,160
Adonai Mitchell,WR,0,Colts,11.0,2024,160
Mo Alie-Cox,TE,0,Colts,11.0,2024,160
Braden Smith,T,0,Colts,11.0,2024,160
Matt Goncalves,T,0,Colts,11.0,2024,160
Quenton Nelson,G,0,Colts,11.0,2024,160
Dalton Tucker,G,0,Colts,11.0,2024,160
Tanor Bortolini,G,0,Colts,11.0,2024,160
Dayo Odeyingbo,DE,0,Colts,11.0,2024,160
Kwity Paye,DE,0,Colts,11.0,2024,160
DeForest Buckner,DT,0,Colts,11.0,2024,160
Grover Stewart,DT,0,Colts,11.0,2024,160
Zaire Franklin,LB,0,Colts,11.0,2024,160
E.J. Speed,LB,0,Colts,11.0,2024,160
Grant Stuard,LB,0,Colts,11.0,2024,160
Kenny Moore,CB,0,Colts,11.0,2024,160
Jaylon Jones,CB,0,Colts,11.0,2024,160
Nick Cross,S,0,Colts,11.0,2024,160
Julian Blackmon,S,0,Colts,11.0,2024,160
