Unnamed: 0_level_0,Unnamed: 1_level_0,Rushing,Rushing,Rushing,Rushing,week,year,game_id
Player,Tm,Att,Yds,TD,Lng,,,
Sam Darnold,MIN,8,18,1,6,11.0,2024,158
Aaron Jones,MIN,15,39,0,5,11.0,2024,158
Cam Akers,MIN,10,25,0,12,11.0,2024,158
Justin Jefferson,MIN,0,0,0,0,11.0,2024,158
Jordan Addison,MIN,0,0,0,0,11.0,2024,158
Josh Oliver,MIN,0,0,0,0,11.0,2024,158
Trent Sherfield,MIN,0,0,0,0,11.0,2024,158
T.J. Hockenson,MIN,0,0,0,0,11.0,2024,158
Brandon Powell,MIN,0,0,0,0,11.0,2024,158
Johnny Mundt,MIN,0,0,0,0,11.0,2024,158
Jalen Nailor,MIN,0,0,0,0,11.0,2024,158
Will Levis,TEN,7,18,0,10,11.0,2024,158
Tony Pollard,TEN,9,15,0,4,11.0,2024,158
Nick Westbrook-Ikhine,TEN,0,0,0,0,11.0,2024,158
Calvin Ridley,TEN,0,0,0,0,11.0,2024,158
Tyler Boyd,TEN,0,0,0,0,11.0,2024,158
Bryce Oliver,TEN,0,0,0,0,11.0,2024,158
Chigoziem Okonkwo,TEN,0,0,0,0,11.0,2024,158
Tyjae Spears,TEN,3,0,0,4,11.0,2024,158
Nick Vannett,TEN,0,0,0,0,11.0,2024,158
Josh Whyle,TEN,0,0,0,0,11.0,2024,158
