Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%,week,year,game_id
Devon Witherspoon,SEA,0,8,4,50.0%,37.0,9.3,4.6,0.0,63.0,5.3,20.0,17.0,2,1,0,0.0,1,8,0,0.0%,11.0,2024,162
Riq Woolen,SEA,0,5,4,80.0%,25.0,6.3,5.0,0.0,87.5,5.6,16.0,9.0,1,0,0,0.0,0,5,0,0.0%,11.0,2024,162
Ernest Jones,SEA,0,4,4,100.0%,27.0,6.8,6.8,0.0,94.8,3.8,15.0,12.0,4,0,0,0.0,0,13,0,0.0%,11.0,2024,162
Julian Love,SEA,0,4,4,100.0%,36.0,9.0,9.0,1.0,143.7,8.0,32.0,4.0,3,0,0,0.0,0,9,1,10.0%,11.0,2024,162
Tyrice Knight,SEA,0,3,2,66.7%,12.0,6.0,4.0,0.0,74.3,4.0,9.0,3.0,4,0,1,0.0,1,10,0,0.0%,11.0,2024,162
Josh Jobe,SEA,0,2,2,100.0%,17.0,8.5,8.5,0.0,102.1,5.0,10.0,7.0,0,0,0,0.0,0,1,0,0.0%,11.0,2024,162
Coby Bryant,SEA,0,1,1,100.0%,5.0,5.0,5.0,0.0,87.5,4.0,4.0,1.0,2,0,0,0.0,0,5,0,0.0%,11.0,2024,162
Dre'Mont Jones,SEA,0,0,0,,,,,,,,,,0,1,0,1.0,2,1,0,0.0%,11.0,2024,162
Jarran Reed,SEA,0,0,0,,,,,,,,,,0,0,1,0.0,1,1,0,0.0%,11.0,2024,162
Derick Hall,SEA,0,0,0,,,,,,,,,,4,0,0,1.0,1,3,0,0.0%,11.0,2024,162
Roy Robertson-Harris,SEA,0,0,0,,,,,,,,,,0,0,0,0.0,0,0,1,100.0%,11.0,2024,162
Boye Mafe,SEA,0,1,0,0.0%,,,0.0,,39.6,10.0,,,9,0,0,0.0,0,2,2,50.0%,11.0,2024,162
Deommodore Lenoir,SFO,0,9,7,77.8%,57.0,8.1,6.3,0.0,93.1,11.0,47.0,10.0,1,0,0,0.0,0,8,2,20.0%,11.0,2024,162
Renardo Green,SFO,0,7,6,85.7%,61.0,10.2,8.7,0.0,103.0,10.7,60.0,1.0,0,0,0,0.0,0,8,0,0.0%,11.0,2024,162
Fred Warner,SFO,0,4,4,100.0%,25.0,6.3,6.3,0.0,92.7,0.8,3.0,22.0,1,0,0,0.0,0,3,1,25.0%,11.0,2024,162
Isaac Yiadom,SFO,1,4,3,75.0%,43.0,14.3,10.8,0.0,69.8,11.0,34.0,9.0,0,0,0,0.0,0,4,0,0.0%,11.0,2024,162
De'Vondre Campbell,SFO,0,3,3,100.0%,25.0,8.3,8.3,0.0,101.4,2.3,7.0,18.0,0,0,0,0.0,0,7,1,12.5%,11.0,2024,162
Nick Bosa,SFO,0,1,1,100.0%,-5.0,-5.0,-5.0,0.0,79.2,-9.0,-9.0,4.0,0,0,0,1.5,2,4,0,0.0%,11.0,2024,162
Ji'Ayir Brown,SFO,0,1,1,100.0%,15.0,15.0,15.0,0.0,118.7,11.0,11.0,4.0,0,0,0,0.0,0,5,1,16.7%,11.0,2024,162
Leonard Floyd,SFO,0,0,0,,,,,,,,,,0,1,1,1.5,4,3,0,0.0%,11.0,2024,162
Maliek Collins,SFO,0,0,0,,,,,,,,,,0,2,0,0.0,2,2,0,0.0%,11.0,2024,162
Yetur Gross-Matos,SFO,0,0,0,,,,,,,,,,0,0,0,1.0,1,2,2,50.0%,11.0,2024,162
Sam Okuayinonu,SFO,0,0,0,,,,,,,,,,0,0,1,0.0,1,3,1,25.0%,11.0,2024,162
Malik Mustapha,SFO,0,1,0,0.0%,,,0.0,,39.6,10.0,,,0,0,0,0.0,0,6,0,0.0%,11.0,2024,162
Dee Winters,SFO,0,1,0,0.0%,,,0.0,,39.6,-31.0,,,0,0,0,0.0,0,1,1,50.0%,11.0,2024,162
Robert Beal,SFO,0,0,0,,,,,,,,,,0,0,0,0.0,0,0,1,100.0%,11.0,2024,162
