Unnamed: 0_level_0,Unnamed: 1_level_0,Offense,Offense,Offense,Offense,Defense,Defense,Defense,Defense,Special Teams,Special Teams,Special Teams,Special Teams,Special Teams,Special Teams,week,year,game_id
Tm,Total,Tot,Pass,Rush,TOvr,Tot,Pass,Rush,TOvr,Tot,KO,KR,P,PR,FG/XP,,,
Lions,46.0,48.7,41.5,7.2,0.0,11.69,7.28,3.08,3.14,-11.65,-8.52,1.22,0.0,-4.72,0.37,11.0,2024,156
Jaguars,-46.0,-11.69,-7.28,-3.08,-3.14,-48.7,-41.5,-7.2,0.0,11.65,-1.22,8.52,4.72,0.0,-0.37,11.0,2024,156
