Unnamed: 0_level_0,Unnamed: 1_level_0,Offense,Offense,Offense,Offense,Defense,Defense,Defense,Defense,Special Teams,Special Teams,Special Teams,Special Teams,Special Teams,Special Teams,week,year,game_id
Tm,Total,Tot,Pass,Rush,TOvr,Tot,Pass,Rush,TOvr,Tot,KO,KR,P,PR,FG/XP,,,
Bears,-1.0,16.11,6.59,11.17,0.0,-13.66,-12.84,-0.17,3.6,-2.17,-4.03,3.29,-0.96,-0.57,0.1,11.0,2024,154
Packers,1.0,13.66,12.84,0.17,-3.6,-16.11,-6.59,-11.17,0.0,2.17,-3.29,4.03,0.57,0.96,-0.1,11.0,2024,154
