Unnamed: 0_level_0,Unnamed: 1_level_0,Receiving,Receiving,Receiving,Receiving,Receiving,week,year,game_id
Player,Tm,Tgt,Rec,Yds,TD,Lng,,,
Patrick Mahomes,KAN,0,0,0,0,0,11.0,2024,164
Kareem Hunt,KAN,0,0,0,0,0,11.0,2024,164
Mecole Hardman,KAN,3,2,12,0,12,11.0,2024,164
Xavier Worthy,KAN,5,4,61,1,31,11.0,2024,164
Carson Steele,KAN,1,1,5,0,5,11.0,2024,164
DeAndre Hopkins,KAN,4,3,29,0,13,11.0,2024,164
Justin Watson,KAN,2,2,26,0,16,11.0,2024,164
Noah Gray,KAN,5,4,23,2,14,11.0,2024,164
Peyton Hendershot,KAN,1,1,11,0,11,11.0,2024,164
JuJu Smith-Schuster,KAN,1,1,8,0,8,11.0,2024,164
Samaje Perine,KAN,4,2,8,0,11,11.0,2024,164
Travis Kelce,KAN,4,2,8,0,6,11.0,2024,164
Mike Caliendo,KAN,1,1,5,0,5,11.0,2024,164
Josh Allen,BUF,0,0,0,0,0,11.0,2024,164
James Cook,BUF,6,5,7,0,3,11.0,2024,164
Ty Johnson,BUF,1,0,0,0,0,11.0,2024,164
Ray Davis,BUF,0,0,0,0,0,11.0,2024,164
Khalil Shakir,BUF,12,8,70,0,22,11.0,2024,164
Curtis Samuel,BUF,6,5,58,1,21,11.0,2024,164
Amari Cooper,BUF,3,2,55,0,30,11.0,2024,164
Dawson Knox,BUF,6,4,40,0,24,11.0,2024,164
Mack Hollins,BUF,2,2,27,0,15,11.0,2024,164
Zach Davidson,BUF,1,1,5,0,5,11.0,2024,164
Quintin Morris,BUF,1,0,0,0,0,11.0,2024,164
