Unnamed: 0_level_0,Unnamed: 1_level_0,Fumbles,Fumbles,week,year,game_id
Player,Tm,Fmb,FL,,,
Jameis Winston,CLE,0,0,11.0,2024,155
Dorian Thompson-Robinson,CLE,0,0,11.0,2024,155
Nick Chubb,CLE,0,0,11.0,2024,155
Jerome Ford,CLE,0,0,11.0,2024,155
Pierre Strong,CLE,0,0,11.0,2024,155
Jerry Jeudy,CLE,0,0,11.0,2024,155
David Njoku,CLE,0,0,11.0,2024,155
Elijah Moore,CLE,0,0,11.0,2024,155
Cedric Tillman,CLE,0,0,11.0,2024,155
Jordan Akins,CLE,0,0,11.0,2024,155
Jamari Thrash,CLE,0,0,11.0,2024,155
Kadarius Toney,CLE,0,0,11.0,2024,155
Derek Carr,NOR,1,0,11.0,2024,155
Taysom Hill,NOR,1,1,11.0,2024,155
Alvin Kamara,NOR,0,0,11.0,2024,155
Jordan Mims,NOR,0,0,11.0,2024,155
Marquez Valdes-Scantling,NOR,0,0,11.0,2024,155
Foster Moreau,NOR,0,0,11.0,2024,155
Juwan Johnson,NOR,0,0,11.0,2024,155
Kevin Austin,NOR,0,0,11.0,2024,155
Dante Pettis,NOR,0,0,11.0,2024,155
Jake Haener,NOR,0,0,11.0,2024,155
