Unnamed: 0_level_0,Unnamed: 1_level_0,Offense,Offense,Offense,Offense,Defense,Defense,Defense,Defense,Special Teams,Special Teams,Special Teams,Special Teams,Special Teams,Special Teams,week,year,game_id
Tm,Total,Tot,Pass,Rush,TOvr,Tot,Pass,Rush,TOvr,Tot,KO,KR,P,PR,FG/XP,,,
Seahawks,3.0,3.33,3.5,0.03,-2.66,-4.48,-0.61,-4.88,4.05,1.86,-4.16,2.6,-0.1,-0.14,3.66,11.0,2024,162
49ers,-3.0,4.48,0.61,4.88,-4.05,-3.33,-3.5,-0.03,2.66,-1.86,-2.6,4.16,0.14,0.1,-3.66,11.0,2024,162
