Player,Tm,Cmp,Att,Yds,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Drops,Drop%,BadTh,Bad%,Sk,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,week,year,game_id
Sam Darnold,MIN,20,32,246,12,35.3,304,9.5,138,6.9,4.3,108,5.4,3,10.0%,5,16.7%,2,7,2,2,6,16.2%,3,4.7,11.0,2024,158
Will Levis,TEN,17,31,295,8,22.2,342,11.0,159,9.4,5.1,136,8.0,2,6.9%,9,31.0%,5,10,4,4,13,34.2%,2,6.0,11.0,2024,158
