Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Pass Coverage,Pass Coverage,Pass Coverage,Pass Coverage,Pass Coverage,Pass Coverage,Pass Coverage,Pass Coverage,Pass Coverage,Pass Coverage,Pass Coverage,Pass Coverage,Pass Rush,Pass Rush,Pass Rush,Pass Rush,Pass Rush,Pass Rush,Tackles,Tackles,Tackles,Unnamed: 28_level_0
11.0,Talanoa Hufanga,26.0,DEN,S,1.0,1.0,0.0,2.0,2.0,100.0,45.0,22.5,22.5,0.0,118.7,7.5,15.0,30.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,9.1,
12.0,Nathan Landman,27.0,LAR,LB,1.0,1.0,0.0,0.0,0.0,,28.0,,,0.0,,,10.0,18.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,
13.0,Julian Love,27.0,SEA,FS,1.0,1.0,0.0,1.0,1.0,100.0,25.0,25.0,25.0,0.0,118.7,22.0,22.0,3.0,2.0,0.0,0.0,0.0,1.0,1.0,10.0,0.0,0.0,
14.0,Foyesade Oluokun,30.0,JAX,LB,1.0,1.0,1.0,3.0,1.0,33.3,29.0,29.0,9.7,0.0,30.6,5.7,16.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,
15.0,Roquan Smith,28.0,BAL,LB,1.0,1.0,0.0,6.0,5.0,83.3,28.0,5.6,4.7,0.0,86.1,3.7,26.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,10.0,3.0,23.1,
16.0,Bobby Wagner,35.0,WAS,MLB,1.0,1.0,0.0,3.0,1.0,33.3,11.0,11.0,3.7,0.0,45.1,-1.0,4.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,
17.0,Cody Barton,29.0,TEN,LB,1.0,1.0,0.0,4.0,2.0,50.0,4.0,2.0,1.0,0.0,56.2,0.3,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,
18.0,Zack Baun,29.0,PHI,LB,1.0,1.0,0.0,5.0,4.0,80.0,27.0,6.8,5.4,0.0,89.2,7.4,17.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,18.2,
19.0,Jarvis Brownlee,24.0,TEN,CB,1.0,1.0,0.0,4.0,3.0,75.0,14.0,4.7,3.5,0.0,79.2,6.8,8.0,6.0,1.0,1.0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,
20.0,Jack Campbell,25.0,DET,LB,1.0,1.0,0.0,2.0,1.0,50.0,17.0,17.0,8.5,1.0,118.7,24.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,
21.0,Lavonte David,35.0,TAM,LB,1.0,1.0,0.0,0.0,0.0,,17.0,,,0.0,,,5.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,
22.0,Demario Davis,36.0,NOR,LB,1.0,1.0,0.0,3.0,3.0,100.0,7.0,2.3,2.3,1.0,118.7,-2.3,-7.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,10.0,
23.0,Minkah Fitzpatrick,29.0,MIA,S,1.0,1.0,0.0,3.0,1.0,33.3,21.0,21.0,7.0,0.0,59.0,11.3,20.0,1.0,2.0,2.0,0.0,0.0,0.0,2.0,9.0,0.0,0.0,
24.0,Alohi Gilman,28.0,LAC,S,1.0,1.0,0.0,4.0,3.0,75.0,33.0,11.0,8.3,0.0,99.0,3.5,19.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,10.0,
25.0,Kyle Hamilton,24.0,BAL,S,1.0,1.0,0.0,8.0,5.0,62.5,40.0,8.0,5.0,1.0,114.6,10.6,22.0,18.0,2.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,10.0,
26.0,Malik Hooker,29.0,DAL,S,1.0,1.0,0.0,2.0,2.0,100.0,13.0,6.5,6.5,0.0,93.7,6.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,
27.0,Kyu Blu Kelly,24.0,LVR,CB,1.0,1.0,0.0,2.0,2.0,100.0,73.0,36.5,36.5,0.0,118.7,47.5,58.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,
28.0,Kenneth Murray,27.0,DAL,MLB,1.0,1.0,0.0,4.0,4.0,100.0,22.0,5.5,5.5,0.0,89.6,2.0,8.0,14.0,2.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,10.0,
29.0,Noah Sewell,23.0,CHI,LB,1.0,1.0,0.0,4.0,4.0,100.0,46.0,11.5,11.5,1.0,154.2,5.8,23.0,23.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,10.0,
30.0,Pete Werner,26.0,NOR,LB,1.0,1.0,0.0,3.0,2.0,66.7,39.0,19.5,13.0,0.0,109.7,5.0,10.0,29.0,2.0,0.0,0.0,0.0,1.0,1.0,9.0,1.0,10.0,
31.0,Byron Young,27.0,LAR,OLB,1.0,1.0,0.0,0.0,0.0,,6.0,,,0.0,,,3.0,3.0,1.0,0.0,0.0,0.0,1.0,2.0,9.0,0.0,0.0,
32.0,Nick Bolton,25.0,KAN,LB,1.0,1.0,0.0,7.0,6.0,85.7,95.0,15.8,13.6,1.0,158.3,8.1,27.0,68.0,8.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,20.0,
33.0,Coby Bryant,26.0,SEA,FS,1.0,1.0,0.0,3.0,3.0,100.0,43.0,14.3,14.3,0.0,118.7,13.3,40.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,11.1,
34.0,Chuck Clark,30.0,PIT,S,1.0,0.0,0.0,1.0,1.0,100.0,12.0,12.0,12.0,0.0,116.7,11.0,11.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,
35.0,Christian Elliss,26.0,NWE,LB,1.0,1.0,0.0,5.0,5.0,100.0,50.0,10.0,10.0,0.0,108.3,4.8,24.0,26.0,6.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,20.0,
36.0,Cedric Gray,23.0,TEN,LB,1.0,1.0,0.0,0.0,0.0,,9.0,,,0.0,,,2.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,
37.0,Daiyan Henley,26.0,LAC,LB,1.0,1.0,0.0,2.0,2.0,100.0,13.0,6.5,6.5,0.0,93.7,2.5,5.0,8.0,4.0,1.0,0.0,0.0,1.0,2.0,8.0,0.0,0.0,
38.0,Alex Highsmith,28.0,PIT,LB,1.0,1.0,0.0,1.0,1.0,100.0,20.0,20.0,20.0,0.0,118.7,18.0,18.0,2.0,1.0,0.0,2.0,0.0,1.0,3.0,8.0,1.0,11.1,
39.0,Jevon Holland,25.0,NYG,S,1.0,1.0,0.0,1.0,0.0,0.0,19.0,,19.0,0.0,79.2,37.0,15.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,
40.0,Ernest Jones,26.0,SEA,LB,1.0,1.0,1.0,7.0,5.0,71.4,35.0,7.0,5.0,0.0,42.9,3.7,4.0,31.0,0.0,2.0,0.0,0.0,0.0,2.0,8.0,2.0,20.0,
41.0,Jack Jones,28.0,MIA,CB,1.0,1.0,0.0,5.0,3.0,60.0,48.0,16.0,9.6,0.0,92.1,2.2,17.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,11.1,
42.0,Patrick Queen,26.0,PIT,LB,1.0,1.0,0.0,3.0,3.0,100.0,16.0,5.3,5.3,0.0,88.9,2.7,8.0,8.0,3.0,0.0,1.0,0.0,0.0,1.0,8.0,1.0,11.1,
43.0,Christian Rozeboom,28.0,CAR,LB,1.0,1.0,0.0,5.0,3.0,60.0,45.0,15.0,9.0,0.0,89.6,1.8,12.0,33.0,2.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,20.0,
44.0,Carson Schwesinger,22.0,CLE,LB,1.0,1.0,0.0,0.0,0.0,,1.0,,,1.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,
45.0,Jalen Thompson,27.0,ARI,S,1.0,1.0,0.0,3.0,3.0,100.0,34.0,11.3,11.3,0.0,113.9,11.3,18.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,
46.0,Juan Thornhill,30.0,PIT,S,1.0,0.0,0.0,1.0,1.0,100.0,24.0,24.0,24.0,0.0,118.7,16.0,16.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,11.1,
47.0,Fred Warner,29.0,SFO,LB,1.0,1.0,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,11.1,
48.0,Mack Wilson,27.0,ARI,LB,1.0,1.0,0.0,3.0,3.0,100.0,29.0,9.7,9.7,0.0,106.9,4.7,14.0,15.0,1.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,
49.0,Andrew Wingard,29.0,JAX,S,1.0,1.0,0.0,2.0,1.0,50.0,7.0,7.0,3.5,0.0,58.3,0.5,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,
50.0,Devon Witherspoon,25.0,SEA,CB,1.0,1.0,0.0,6.0,5.0,83.3,35.0,7.0,5.8,0.0,91.0,4.2,17.0,18.0,2.0,1.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,
51.0,Paulson Adebo,26.0,NYG,CB,1.0,1.0,0.0,8.0,4.0,50.0,39.0,9.8,4.9,0.0,64.1,12.4,18.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,
52.0,Azeez Al-Shaair,28.0,HOU,LB,1.0,1.0,0.0,2.0,2.0,100.0,7.0,3.5,3.5,0.0,81.2,-1.0,-2.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,12.5,
53.0,Christian Benford,25.0,BUF,CB,1.0,1.0,0.0,8.0,6.0,75.0,86.0,14.3,10.8,2.0,149.0,11.6,56.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,12.5,
54.0,Julian Blackmon,27.0,NOR,S,1.0,1.0,0.0,2.0,1.0,50.0,7.0,7.0,3.5,0.0,58.3,0.0,-4.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,
55.0,Devin Bush Jr.,27.0,CLE,LB,1.0,1.0,0.0,0.0,0.0,,1.0,,,0.0,,,-2.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,
56.0,Akeem Davis-Gaither,28.0,ARI,LB,1.0,1.0,0.0,1.0,0.0,0.0,17.0,,17.0,0.0,79.2,19.0,11.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,
57.0,Tremaine Edmunds,27.0,CHI,LB,1.0,1.0,0.0,4.0,4.0,100.0,27.0,6.8,6.8,0.0,94.8,2.8,11.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,12.5,
58.0,Rashan Gary,28.0,GNB,DL,1.0,1.0,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,0.0,0.0,0.0,1.0,0.0,1.5,3.0,7.0,0.0,0.0,
59.0,B.J. Hill,30.0,CIN,DT,1.0,1.0,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,0.0,0.0,
60.0,Adoree' Jackson,30.0,PHI,CB,1.0,1.0,0.0,8.0,6.0,75.0,106.0,17.7,13.3,0.0,116.7,10.6,70.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,12.5,
61.0,Derwin James,29.0,LAC,S,1.0,1.0,0.0,6.0,4.0,66.7,14.0,3.5,2.3,0.0,70.1,0.2,-4.0,18.0,3.0,0.0,2.0,0.0,0.0,2.0,7.0,0.0,0.0,
62.0,Frankie Luvu,29.0,WAS,LB,1.0,1.0,0.0,5.0,4.0,80.0,24.0,6.0,4.8,0.0,86.7,-0.6,-1.0,25.0,3.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,22.2,
63.0,Kool-Aid McKinstry,23.0,NOR,CB,1.0,1.0,0.0,4.0,3.0,75.0,60.0,20.0,15.0,1.0,156.2,21.8,50.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,12.5,
64.0,Riley Moss,25.0,DEN,CB,1.0,1.0,0.0,7.0,3.0,42.9,21.0,7.0,3.0,0.0,50.3,19.4,19.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,
65.0,Eric Murray,31.0,JAX,S,1.0,1.0,0.0,4.0,1.0,25.0,46.0,46.0,11.5,1.0,114.6,10.8,13.0,33.0,1.0,0.0,1.0,0.0,0.0,1.0,7.0,0.0,0.0,
66.0,Isaiah Pola-Mao,26.0,LVR,S,1.0,1.0,1.0,6.0,4.0,66.7,61.0,15.3,10.2,0.0,60.4,13.0,53.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,12.5,
67.0,Malaki Starks,22.0,BAL,S,1.0,1.0,0.0,2.0,2.0,100.0,36.0,18.0,18.0,0.0,118.7,18.0,36.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,
68.0,Leonard Williams,31.0,SEA,DE,1.0,1.0,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,7.0,1.0,12.5,
69.0,Logan Wilson,29.0,CIN,LB,1.0,1.0,0.0,6.0,5.0,83.3,37.0,7.4,6.2,0.0,92.4,2.0,-1.0,38.0,3.0,1.0,0.0,1.0,0.0,1.0,7.0,2.0,22.2,
70.0,Tony Adams,26.0,NYJ,S,1.0,1.0,0.0,3.0,3.0,100.0,24.0,8.0,8.0,0.0,100.0,0.0,0.0,24.0,3.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,25.0,
71.0,Terrion Arnold,22.0,DET,CB,1.0,1.0,0.0,3.0,2.0,66.7,39.0,19.5,13.0,1.0,149.3,18.7,27.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,
72.0,Chidobe Awuzie,30.0,BAL,CB,1.0,1.0,0.0,8.0,6.0,75.0,47.0,7.8,5.9,1.0,128.6,9.1,36.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,
73.0,Joe Bachie,27.0,IND,LB,1.0,1.0,0.0,1.0,1.0,100.0,1.0,1.0,1.0,0.0,79.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,
74.0,Nick Bosa,28.0,SFO,DL,1.0,1.0,0.0,1.0,1.0,100.0,-8.0,-8.0,-8.0,0.0,79.2,-8.0,-8.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,6.0,0.0,0.0,
75.0,Billy Bowman,22.0,ATL,DB,1.0,0.0,0.0,2.0,2.0,100.0,13.0,6.5,6.5,0.0,93.7,2.5,5.0,8.0,2.0,0.0,0.0,0.0,0.5,1.0,6.0,0.0,0.0,
76.0,Brian Burns,27.0,NYG,OLB,1.0,1.0,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,0.0,3.0,0.0,0.0,0.0,2.0,2.0,6.0,0.0,0.0,
77.0,Tyson Campbell,25.0,JAX,CB,1.0,1.0,0.0,6.0,3.0,50.0,24.0,8.0,4.0,0.0,60.4,9.3,21.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,
78.0,Damone Clark,25.0,DAL,LB,1.0,1.0,0.0,1.0,1.0,100.0,4.0,4.0,4.0,0.0,83.3,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,
79.0,Nick Cross,24.0,IND,S,1.0,1.0,0.0,3.0,0.0,0.0,0.0,,0.0,0.0,39.6,18.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,6.0,0.0,0.0,
80.0,Jordan Davis,25.0,PHI,DT,1.0,1.0,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,6.0,1.0,14.3,
81.0,Divine Deablo,27.0,ATL,LB,1.0,1.0,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,6.0,0.0,0.0,
82.0,Kaiir Elam,24.0,DAL,CB,1.0,1.0,0.0,5.0,5.0,100.0,74.0,14.8,14.8,0.0,118.7,11.4,57.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,14.3,
83.0,DeShon Elliott,28.0,PIT,S,1.0,1.0,0.0,2.0,1.0,50.0,8.0,8.0,4.0,0.0,60.4,3.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,
84.0,Carl Granderson,29.0,NOR,DE,1.0,1.0,0.0,2.0,1.0,50.0,-3.0,-3.0,-1.5,0.0,56.2,-0.5,-5.0,2.0,0.0,2.0,0.0,0.0,1.5,4.0,6.0,0.0,0.0,
85.0,DeMarcus Lawrence,33.0,SEA,DE,1.0,1.0,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,6.0,0.0,0.0,
86.0,Nnamdi Madubuike,28.0,BAL,DL,1.0,1.0,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,0.0,0.0,
87.0,Isaiah McGuire,24.0,CLE,DE,1.0,1.0,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,6.0,0.0,0.0,
88.0,Ifeatu Melifonwu,26.0,MIA,S,1.0,1.0,0.0,2.0,2.0,100.0,14.0,7.0,7.0,0.0,95.8,4.0,8.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,
89.0,Max Melton,23.0,ARI,CB,1.0,1.0,0.0,4.0,3.0,75.0,39.0,13.0,9.8,0.0,105.2,26.0,36.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,
90.0,Josh Metellus,27.0,MIN,S,1.0,1.0,0.0,4.0,2.0,50.0,16.0,8.0,4.0,0.0,60.4,7.8,11.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,
91.0,Byron Murphy,23.0,SEA,DT,1.0,1.0,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,6.0,0.0,0.0,
92.0,Ed Oliver,28.0,BUF,DT,1.0,1.0,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,0.0,0.0,
93.0,Taylor Rapp,28.0,BUF,S,1.0,1.0,0.0,1.0,1.0,100.0,5.0,5.0,5.0,0.0,87.5,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,14.3,
94.0,Justin Reid,28.0,NOR,S,1.0,1.0,0.0,2.0,1.0,50.0,11.0,11.0,5.5,0.0,66.7,14.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,14.3,
95.0,A'Shawn Robinson,30.0,CAR,DE,1.0,1.0,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,6.0,0.0,0.0,
96.0,Jamien Sherwood,25.0,NYJ,LB,1.0,1.0,0.0,4.0,4.0,100.0,16.0,4.0,4.0,1.0,122.9,0.0,0.0,16.0,4.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,14.3,
97.0,Marques Sigle,23.0,SFO,S,1.0,1.0,0.0,1.0,1.0,100.0,43.0,43.0,43.0,0.0,118.7,37.0,34.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,
98.0,Alex Singleton,32.0,DEN,LB,1.0,1.0,0.0,0.0,0.0,,6.0,,,0.0,,,2.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,
99.0,Henry To'oTo'o,24.0,HOU,LB,1.0,1.0,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,0.0,0.0,
100.0,Charvarius Ward,29.0,IND,CB,1.0,1.0,0.0,7.0,6.0,85.7,38.0,6.3,5.4,0.0,89.3,5.0,30.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,14.3,
101.0,Jaylen Watson,27.0,KAN,CB,1.0,1.0,0.0,8.0,4.0,50.0,50.0,12.5,6.3,0.0,69.8,10.4,25.0,25.0,3.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,
102.0,Quincy Williams,29.0,NYJ,LB,1.0,1.0,0.0,4.0,3.0,75.0,17.0,5.7,4.3,0.0,82.3,-0.8,-3.0,20.0,4.0,0.0,0.0,0.0,1.0,1.0,6.0,2.0,25.0,
103.0,Dee Winters,25.0,SFO,LB,1.0,1.0,0.0,0.0,0.0,,19.0,,,0.0,,,6.0,13.0,1.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,
104.0,Colby Wooden,25.0,GNB,DL,1.0,1.0,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,6.0,1.0,14.3,
105.0,Alex Austin,24.0,NWE,CB,1.0,1.0,0.0,4.0,2.0,50.0,32.0,16.0,8.0,0.0,77.1,17.8,27.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,16.7,
106.0,Brian Branch,24.0,DET,DB,1.0,1.0,0.0,3.0,2.0,66.7,6.0,3.0,2.0,0.0,70.1,4.3,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,
107.0,Jaquan Brisker,26.0,CHI,DB,1.0,1.0,0.0,3.0,1.0,33.3,5.0,5.0,1.7,0.0,42.4,1.7,-3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,28.6,
108.0,Kevin Byard,32.0,CHI,DB,1.0,1.0,0.0,2.0,1.0,50.0,20.0,20.0,10.0,1.0,125.0,4.0,8.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,16.7,
109.0,Andre Cisco,25.0,NYJ,S,1.0,1.0,0.0,1.0,1.0,100.0,22.0,22.0,22.0,1.0,158.3,9.0,9.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,
110.0,Kenny Clark,30.0,DAL,DT,1.0,1.0,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,16.7,
111.0,Troy Dye,29.0,LAC,LB,1.0,0.0,0.0,2.0,2.0,100.0,41.0,20.5,20.5,1.0,158.3,8.5,17.0,24.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,
112.0,Arnold Ebiketie,26.0,ATL,DE,1.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,79.2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,
113.0,Myles Garrett,30.0,CLE,DE,1.0,1.0,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,5.0,0.0,0.0,
114.0,Javon Hargrave,32.0,MIN,DL,1.0,1.0,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,5.0,0.0,0.0,
115.0,Jaylinn Hawkins,28.0,NWE,S,1.0,1.0,1.0,1.0,1.0,100.0,92.0,92.0,92.0,1.0,118.7,56.0,56.0,36.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,0.0,0.0,
116.0,Amani Hooker,27.0,TEN,S,1.0,1.0,0.0,5.0,3.0,60.0,27.0,9.0,5.4,0.0,74.6,5.0,6.0,21.0,1.0,1.0,0.0,0.0,0.0,1.0,5.0,3.0,37.5,
117.0,Harold Landry,29.0,NWE,OLB,1.0,1.0,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,2.5,3.0,5.0,0.0,0.0,
118.0,Jourdan Lewis,30.0,JAX,CB,1.0,1.0,1.0,5.0,3.0,60.0,22.0,7.3,4.4,0.0,30.8,5.6,10.0,12.0,1.0,0.0,1.0,1.0,0.0,1.0,5.0,1.0,16.7,
