Unnamed: 0_level_0,Unnamed: 1_level_0,Receiving,Receiving,Receiving,Receiving,Receiving,week,year,game_id
Player,Tm,Tgt,Rec,Yds,TD,Lng,,,
Geno Smith,SEA,0,0,0,0,0,2.0,2022,26
DeeJay Dallas,SEA,0,0,0,0,0,2.0,2022,26
Rashaad Penny,SEA,0,0,0,0,0,2.0,2022,26
Kenneth Walker III,SEA,3,2,5,0,3,2.0,2022,26
Travis Homer,SEA,4,4,33,0,17,2.0,2022,26
Tyler Lockett,SEA,11,9,107,0,27,2.0,2022,26
D.K. Metcalf,SEA,6,4,35,0,12,2.0,2022,26
Noah Fant,SEA,2,2,11,0,7,2.0,2022,26
D'Wayne Eskridge,SEA,1,1,6,0,6,2.0,2022,26
Will Dissly,SEA,2,2,0,0,2,2.0,2022,26
Marquise Goodwin,SEA,1,0,0,0,0,2.0,2022,26
Jimmy Garoppolo,SFO,0,0,0,0,0,2.0,2022,26
Trey Lance,SFO,0,0,0,0,0,2.0,2022,26
Jeff Wilson,SFO,2,2,19,0,14,2.0,2022,26
Deebo Samuel,SFO,6,5,44,0,15,2.0,2022,26
Tyrion Davis-Price,SFO,0,0,0,0,0,2.0,2022,26
Kyle Juszczyk,SFO,1,0,0,0,0,2.0,2022,26
Brandon Aiyuk,SFO,8,5,63,0,25,2.0,2022,26
Ross Dwelley,SFO,1,1,38,1,38,2.0,2022,26
Ray-Ray McCloud,SFO,2,1,16,0,16,2.0,2022,26
Jauan Jennings,SFO,2,1,4,0,4,2.0,2022,26
Danny Gray,SFO,2,0,0,0,0,2.0,2022,26
