Unnamed: 0_level_0,Unnamed: 1_level_0,Receiving,Receiving,Receiving,Receiving,Receiving,week,year,game_id
Player,Tm,Tgt,Rec,Yds,TD,Lng,,,
Baker Mayfield,CAR,0,0,0,0,0,2.0,2022,18
Christian McCaffrey,CAR,5,4,26,0,10,2.0,2022,18
D'Onta Foreman,CAR,0,0,0,0,0,2.0,2022,18
D.J. Moore,CAR,6,3,43,1,29,2.0,2022,18
Robbie Chosen,CAR,5,3,32,0,19,2.0,2022,18
Giovanni Ricci,CAR,1,1,16,0,16,2.0,2022,18
Ian Thomas,CAR,3,1,13,0,13,2.0,2022,18
Stephen Sullivan,CAR,1,1,13,0,13,2.0,2022,18
Shi Smith,CAR,6,1,2,0,2,2.0,2022,18
Daniel Jones,NYG,0,0,0,0,0,2.0,2022,18
Saquon Barkley,NYG,4,3,16,0,9,2.0,2022,18
Gary Brightwell,NYG,0,0,0,0,0,2.0,2022,18
Richie James,NYG,6,5,51,0,15,2.0,2022,18
David Sills,NYG,4,3,37,0,24,2.0,2022,18
Sterling Shepard,NYG,10,6,34,0,12,2.0,2022,18
Tanner Hudson,NYG,3,2,22,0,15,2.0,2022,18
Daniel Bellinger,NYG,1,1,16,1,16,2.0,2022,18
Kadarius Toney,NYG,3,2,0,0,2,2.0,2022,18
Matt Breida,NYG,1,0,0,0,0,2.0,2022,18
