Unnamed: 0_level_0,Unnamed: 1_level_0,Fumbles,Fumbles,week,year,game_id
Player,Tm,Fmb,FL,,,
Kirk Cousins,MIN,1,0,2.0,2022,32
Dalvin Cook,MIN,0,0,2.0,2022,32
Jalen Reagor,MIN,0,0,2.0,2022,32
Alexander Mattison,MIN,0,0,2.0,2022,32
Adam Thielen,MIN,0,0,2.0,2022,32
Justin Jefferson,MIN,0,0,2.0,2022,32
Irv Smith Jr.,MIN,0,0,2.0,2022,32
Johnny Mundt,MIN,0,0,2.0,2022,32
K.J. Osborn,MIN,0,0,2.0,2022,32
Jalen Hurts,PHI,1,0,2.0,2022,32
Miles Sanders,PHI,0,0,2.0,2022,32
Boston Scott,PHI,0,0,2.0,2022,32
Kenneth Gainwell,PHI,0,0,2.0,2022,32
Dallas Goedert,PHI,0,0,2.0,2022,32
DeVonta Smith,PHI,0,0,2.0,2022,32
A.J. Brown,PHI,0,0,2.0,2022,32
Quez Watkins,PHI,0,0,2.0,2022,32
Zach Pascal,PHI,0,0,2.0,2022,32
