Unnamed: 0_level_0,Unnamed: 1_level_0,Rushing,Rushing,Rushing,Rushing,week,year,game_id
Player,Tm,Att,Yds,TD,Lng,,,
Geno Smith,SEA,1,2,0,2,16.0,2023,233
Kenneth Walker III,SEA,16,54,0,24,16.0,2023,233
DeeJay Dallas,SEA,1,2,0,2,16.0,2023,233
Tyler Lockett,SEA,0,0,0,0,16.0,2023,233
Jaxon Smith-Njigba,SEA,0,0,0,0,16.0,2023,233
D.K. Metcalf,SEA,0,0,0,0,16.0,2023,233
Colby Parkinson,SEA,0,0,0,0,16.0,2023,233
Jake Bobo,SEA,0,0,0,0,16.0,2023,233
Will Dissly,SEA,0,0,0,0,16.0,2023,233
Zach Charbonnet,SEA,2,0,0,3,16.0,2023,233
Ryan Tannehill,TEN,2,37,0,23,16.0,2023,233
Derrick Henry,TEN,19,88,1,12,16.0,2023,233
Tyjae Spears,TEN,9,40,0,11,16.0,2023,233
Chigoziem Okonkwo,TEN,0,0,0,0,16.0,2023,233
DeAndre Hopkins,TEN,0,0,0,0,16.0,2023,233
Chris Moore,TEN,0,0,0,0,16.0,2023,233
Mason Kinsey,TEN,0,0,0,0,16.0,2023,233
Colton Dowell,TEN,0,0,0,0,16.0,2023,233
Treylon Burks,TEN,1,-3,0,-3,16.0,2023,233
