Unnamed: 0_level_0,Unnamed: 1_level_0,Receiving,Receiving,Receiving,Receiving,Receiving,week,year,game_id
Player,Tm,Tgt,Rec,Yds,TD,Lng,,,
Geno Smith,SEA,0,0,0,0,0,16.0,2023,233
Kenneth Walker III,SEA,2,1,2,0,2,16.0,2023,233
DeeJay Dallas,SEA,0,0,0,0,0,16.0,2023,233
Tyler Lockett,SEA,11,8,81,0,21,16.0,2023,233
Jaxon Smith-Njigba,SEA,7,6,61,0,20,16.0,2023,233
D.K. Metcalf,SEA,6,4,56,1,26,16.0,2023,233
Colby Parkinson,SEA,4,3,17,1,7,16.0,2023,233
Jake Bobo,SEA,3,1,8,0,8,16.0,2023,233
Will Dissly,SEA,1,1,6,0,6,16.0,2023,233
Zach Charbonnet,SEA,2,1,-4,0,-4,16.0,2023,233
Ryan Tannehill,TEN,0,0,0,0,0,16.0,2023,233
Derrick Henry,TEN,1,1,11,0,11,16.0,2023,233
Tyjae Spears,TEN,6,5,27,0,13,16.0,2023,233
Chigoziem Okonkwo,TEN,7,6,63,1,17,16.0,2023,233
DeAndre Hopkins,TEN,4,2,20,0,13,16.0,2023,233
Chris Moore,TEN,2,1,9,0,9,16.0,2023,233
Mason Kinsey,TEN,1,1,6,0,6,16.0,2023,233
Colton Dowell,TEN,1,1,3,0,3,16.0,2023,233
Treylon Burks,TEN,3,2,25,0,13,16.0,2023,233
