Unnamed: 0_level_0,Unnamed: 1_level_0,Fumbles,Fumbles,week,year,game_id
Player,Tm,Fmb,FL,,,
Lamar Jackson,BAL,0,0,16.0,2023,240
Gus Edwards,BAL,0,0,16.0,2023,240
Justice Hill,BAL,0,0,16.0,2023,240
Zay Flowers,BAL,0,0,16.0,2023,240
Isaiah Likely,BAL,0,0,16.0,2023,240
Charlie Kolar,BAL,0,0,16.0,2023,240
Rashod Bateman,BAL,0,0,16.0,2023,240
Odell Beckham Jr.,BAL,0,0,16.0,2023,240
Nelson Agholor,BAL,0,0,16.0,2023,240
Patrick Ricard,BAL,0,0,16.0,2023,240
Brock Purdy,SFO,0,0,16.0,2023,240
Sam Darnold,SFO,0,0,16.0,2023,240
Christian McCaffrey,SFO,0,0,16.0,2023,240
Deebo Samuel,SFO,0,0,16.0,2023,240
George Kittle,SFO,0,0,16.0,2023,240
Brandon Aiyuk,SFO,0,0,16.0,2023,240
Ronnie Bell,SFO,0,0,16.0,2023,240
Kyle Juszczyk,SFO,0,0,16.0,2023,240
Willie Snead,SFO,0,0,16.0,2023,240
