date,temperature_2m,relative_humidity_2m,apparent_temperature,precipitation,rain,snowfall,snow_depth,wind_speed_10m,wind_direction_10m,wind_gusts_10m,game_id,week_id,timezone_abbreviation
2024-09-08 04:00:00+00:00,54.1625,65.64622,49.741287,0.0,0.0,0.0,0.0,6.2675934,2.0453732,11.8561,8,37,b'GMT-4'
2024-09-08 05:00:00+00:00,52.182503,71.815254,48.430107,0.0,0.0,0.0,0.0,4.9264817,2.6025116,10.7376,8,37,b'GMT-4'
2024-09-08 06:00:00+00:00,50.2925,77.81159,46.877914,0.0,0.0,0.0,0.0,4.2737823,353.9911,8.2769,8,37,b'GMT-4'
2024-09-08 07:00:00+00:00,49.0325,81.26772,45.567688,0.0,0.0,0.0,0.0,4.343468,348.11136,6.9346995,8,37,b'GMT-4'
2024-09-08 08:00:00+00:00,47.7725,84.6075,44.48358,0.0,0.0,0.0,0.0,3.8291273,353.29025,6.9346995,8,37,b'GMT-4'
2024-09-08 09:00:00+00:00,46.8725,87.2192,43.476906,0.0,0.0,0.0,0.0,4.0328093,356.82022,6.4873004,8,37,b'GMT-4'
2024-09-08 10:00:00+00:00,46.3325,88.09828,42.86769,0.0,0.0,0.0,0.0,4.051379,6.3401003,6.9346995,8,37,b'GMT-4'
2024-09-08 11:00:00+00:00,45.5225,89.90442,42.057945,0.0,0.0,0.0,0.0,3.9067528,13.240531,6.9346995,8,37,b'GMT-4'
2024-09-08 12:00:00+00:00,46.7825,86.91422,43.25657,0.0,0.0,0.0,0.0,4.244409,18.435053,6.2636,8,37,b'GMT-4'
2024-09-08 13:00:00+00:00,49.8425,81.60737,47.366413,0.0,0.0,0.0,0.0,2.5010421,10.304792,7.1584,8,37,b'GMT-4'
2024-09-08 14:00:00+00:00,54.9725,68.04035,52.551865,0.0,0.0,0.0,0.0,2.4708471,5.19435,8.948,8,37,b'GMT-4'
2024-09-08 15:00:00+00:00,59.3825,53.07528,56.62348,0.0,0.0,0.0,0.0,2.1103816,32.005356,8.948,8,37,b'GMT-4'
2024-09-08 16:00:00+00:00,62.6225,43.37714,61.002254,0.0,0.0,0.0,0.0,2.4196854,33.6901,10.0665,8,37,b'GMT-4'
2024-09-08 17:00:00+00:00,65.2325,38.227802,64.65614,0.0,0.0,0.0,0.0,2.3031323,29.054508,10.5139,8,37,b'GMT-4'
2024-09-08 18:00:00+00:00,67.1225,36.05594,67.44496,0.0,0.0,0.0,0.0,1.5817978,351.87,10.290199,8,37,b'GMT-4'
2024-09-08 19:00:00+00:00,68.652504,34.447464,68.707016,0.0,0.0,0.0,0.0,1.7036484,293.1986,9.395399,8,37,b'GMT-4'
2024-09-08 20:00:00+00:00,69.7325,32.850094,68.39674,0.0,0.0,0.0,0.0,2.5010421,280.30478,10.0665,8,37,b'GMT-4'
2024-09-08 21:00:00+00:00,70.2725,31.356417,66.839935,0.0,0.0,0.0,0.0,3.421952,281.3099,10.5139,8,37,b'GMT-4'
2024-09-08 22:00:00+00:00,69.9125,32.080467,65.35256,0.0,0.0,0.0,0.0,4.5295796,290.22495,10.7376,8,37,b'GMT-4'
2024-09-08 23:00:00+00:00,68.2025,35.60164,63.715244,0.0,0.0,0.0,0.0,4.911221,300.06848,10.7376,8,37,b'GMT-4'
2024-09-09 00:00:00+00:00,61.902504,54.366543,58.47247,0.0,0.0,0.0,0.0,5.217536,300.96368,8.948,8,37,b'GMT-4'
2024-09-09 01:00:00+00:00,58.1225,58.673954,54.504635,0.0,0.0,0.0,0.0,4.8030424,297.75842,6.4873004,8,37,b'GMT-4'
2024-09-09 02:00:00+00:00,56.232502,64.1157,52.95481,0.0,0.0,0.0,0.0,4.297137,308.65982,6.4873004,8,37,b'GMT-4'
2024-09-09 03:00:00+00:00,54.7925,67.7868,51.61413,0.0,0.0,0.0,0.0,4.112674,315.0001,6.2636,8,37,b'GMT-4'
