date,temperature_2m,relative_humidity_2m,apparent_temperature,precipitation,rain,snowfall,snow_depth,wind_speed_10m,wind_direction_10m,wind_gusts_10m,game_id,week_id,timezone_abbreviation
2024-11-03 04:00:00+00:00,63.007698,86.074165,63.839775,0.0,0.0,0.0,0.0,4.9518104,71.564964,7.8295,125,45,b'GMT-4'
2024-11-03 05:00:00+00:00,62.827698,84.414406,63.20213,0.0,0.0,0.0,0.0,5.397849,84.05324,8.7243,125,45,b'GMT-4'
2024-11-03 06:00:00+00:00,62.2877,85.756775,62.148987,0.0,0.0,0.0,0.0,6.5343766,83.11838,10.290199,125,45,b'GMT-4'
2024-11-03 07:00:00+00:00,62.2877,86.59155,61.747734,0.0,0.0,0.0,0.0,7.720891,88.33975,12.750899,125,45,b'GMT-4'
2024-11-03 08:00:00+00:00,61.6577,89.398994,61.057507,0.0,0.0,0.0,0.0,8.102758,83.659904,13.422,125,45,b'GMT-4'
2024-11-03 09:00:00+00:00,60.937702,94.09808,60.28946,0.0,0.0,0.0,0.0,8.863716,79.824554,14.3168,125,45,b'GMT-4'
2024-11-03 10:00:00+00:00,60.6677,96.23154,59.75938,0.0,0.0,0.0,0.0,9.808422,82.79404,16.1064,125,45,b'GMT-4'
2024-11-03 11:00:00+00:00,60.5777,97.472626,59.554707,0.0,0.0,0.0,0.0,10.329031,85.03035,17.2249,125,45,b'GMT-4'
2024-11-03 12:00:00+00:00,61.1177,96.85681,60.19292,0.0,0.0,0.0,0.0,10.431475,85.69562,17.896,125,45,b'GMT-4'
2024-11-03 13:00:00+00:00,62.5577,94.438545,61.49938,0.0,0.0,0.0,0.0,11.428421,86.633606,19.6856,125,45,b'GMT-4'
2024-11-03 14:00:00+00:00,63.9077,90.35591,62.468117,0.0,0.0,0.0,0.0,12.4158535,89.48385,21.9226,125,45,b'GMT-4'
2024-11-03 15:00:00+00:00,64.1777,88.937416,62.94323,0.0,0.0,0.0,0.0,11.757558,87.27374,21.6989,125,45,b'GMT-4'
2024-11-03 16:00:00+00:00,64.8977,83.19711,63.14333,0.0,0.0,0.0,0.0,11.889818,85.68405,21.4752,125,45,b'GMT-4'
2024-11-03 17:00:00+00:00,64.2677,81.040436,62.022934,0.0,0.0,0.0,0.0,11.8339205,82.94225,21.6989,125,45,b'GMT-4'
2024-11-03 18:00:00+00:00,66.4277,74.932625,63.379925,0.0,0.0,0.0,0.0,13.653032,91.87784,24.8307,125,45,b'GMT-4'
2024-11-03 19:00:00+00:00,67.5077,71.031876,64.18965,0.0,0.0,0.0,0.0,13.898234,93.691315,24.8307,125,45,b'GMT-4'
2024-11-03 20:00:00+00:00,68.9477,67.16677,65.42402,0.0,0.0,0.0,0.0,14.227389,106.44046,25.7255,125,45,b'GMT-4'
2024-11-03 21:00:00+00:00,69.667694,64.27123,66.36921,0.0,0.0,0.0,0.0,13.231435,107.20965,24.8307,125,45,b'GMT-4'
2024-11-03 22:00:00+00:00,68.8577,63.96426,65.952835,0.0,0.0,0.0,0.0,11.548207,98.914856,23.2648,125,45,b'GMT-4'
2024-11-03 23:00:00+00:00,67.417694,65.69347,64.806816,0.0,0.0,0.0,0.0,10.339926,74.309944,19.461899,125,45,b'GMT-4'
2024-11-04 00:00:00+00:00,66.3377,65.99686,62.78738,0.0,0.0,0.0,0.0,11.848184,82.40546,19.6856,125,45,b'GMT-4'
2024-11-04 01:00:00+00:00,61.1177,75.17553,56.550484,0.0,0.0,0.0,0.0,13.155101,84.14409,22.1463,125,45,b'GMT-4'
2024-11-04 02:00:00+00:00,60.3077,72.65023,55.190678,0.0,0.0,0.0,0.0,13.210143,87.57372,22.1463,125,45,b'GMT-4'
2024-11-04 03:00:00+00:00,60.0377,70.71252,54.45923,0.0,0.0,0.0,0.0,13.611736,96.132126,22.8174,125,45,b'GMT-4'
